Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange
TPTX,TURNING POINT THERAPEUTICS INC,Health Care,Equity,29081482.4,0.05,29081482.4,1081096,26.9,United States,NASDAQ
BHLB,BERKSHIRE HILLS BANCORP INC,Financials,Equity,29013611.7,0.05,29013611.7,974265,29.78,United States,New York Stock Exchange Inc.
CNOB,CONNECTONE BANCORP INC,Financials,Equity,28902895.2,0.05,28902895.2,886320,32.61,United States,NASDAQ
AROC,ARCHROCK INC,Energy,Equity,28860222.72,0.05,28860222.72,3130176,9.22,United States,New York Stock Exchange Inc.
CWH,CAMPING WORLD HOLDINGS INC CLASS A,Consumer Discretionary,Equity,28848705.28,0.05,28848705.28,959066,30.08,United States,New York Stock Exchange Inc.
OPK,OPKO HEALTH INC,Health Care,Equity,28821995.28,0.05,28821995.28,9237819,3.12,United States,NASDAQ
CLNE,CLEAN ENERGY FUELS CORP,Energy,Equity,28807057.2,0.05,28807057.2,3665020,7.86,United States,NASDAQ
RGR,STURM RUGER INC,Consumer Discretionary,Equity,28745252.64,0.05,28745252.64,406926,70.64,United States,New York Stock Exchange Inc.
LAUR,LAUREATE EDUCATION INC,Consumer Discretionary,Equity,28723183.2,0.05,28723183.2,2364048,12.15,United States,NASDAQ
SBSI,SOUTHSIDE BANCSHARES INC,Financials,Equity,28691566.82,0.05,28691566.82,680863,42.14,United States,NASDAQ
NCBS,NICOLET BANKSHARES INC,Financials,Equity,28644618.64,0.05,28644618.64,298133,96.08,United States,NASDAQ
SXI,STANDEX INTERNATIONAL CORP,Industrials,Equity,28627377.84,0.05,28627377.84,273789,104.56,United States,New York Stock Exchange Inc.
TEN,TENNECO INC CLASS A,Consumer Discretionary,Equity,28561870.8,0.05,28561870.8,1571060,18.18,United States,New York Stock Exchange Inc.
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Financials,Equity,28522686.8,0.05,28522686.8,428140,66.62,United States,NASDAQ
ENVA,ENOVA INTERNATIONAL INC,Financials,Equity,28432890.5,0.05,28432890.5,848743,33.5,United States,New York Stock Exchange Inc.
CENX,CENTURY ALUMINUM,Materials,Equity,28347052.35,0.05,28347052.35,1183593,23.95,United States,NASDAQ
PRTA,PROTHENA PLC,Health Care,Equity,28321673.6,0.05,28321673.6,846940,33.44,United States,NASDAQ
MLAB,MESA LABORATORIES INC,Health Care,Equity,28287308.22,0.05,28287308.22,113979,248.18,United States,NASDAQ
CRNC,CERENCE INC,Information Technology,Equity,28228384.45,0.05,28228384.45,894719,31.55,United States,NASDAQ
SNEX,STONEX GROUP INC,Financials,Equity,28217075.86,0.05,28217075.86,395918,71.27,United States,NASDAQ
FROG,JFROG LTD,Information Technology,Equity,28168200.27,0.05,28168200.27,1223109,23.03,United States,NASDAQ
DOMO,DOMO INC CLASS B,Information Technology,Equity,28150532.88,0.05,28150532.88,658338,42.76,United States,NASDAQ
HCAT,HEALTH CATALYST INC,Health Care,Equity,28130657.85,0.05,28130657.85,1231101,22.85,United States,NASDAQ
ATGE,ADTALEM GLOBAL EDUCATION INC,Consumer Discretionary,Equity,28107557.1,0.05,28107557.1,1163874,24.15,United States,New York Stock Exchange Inc.
BRKL,BROOKLINE BANCORP INC,Financials,Equity,28095563.61,0.05,28095563.61,1705863,16.47,United States,NASDAQ
WMK,WEIS MARKETS INC,Consumer Staples,Equity,28049651.84,0.05,28049651.84,373796,75.04,United States,New York Stock Exchange Inc.
SSP,EW SCRIPPS CLASS A,Communication,Equity,28048488.58,0.05,28048488.58,1326797,21.14,United States,NASDAQ
IMKTA,INGLES MARKETS INC CLASS A,Consumer Staples,Equity,28010723.16,0.05,28010723.16,317366,88.26,United States,NASDAQ
ADUS,ADDUS HOMECARE CORP,Health Care,Equity,28006603.84,0.05,28006603.84,358324,78.16,United States,NASDAQ
RVMD,REVOLUTION MEDICINES INC,Health Care,Equity,28001514.24,0.05,28001514.24,1388964,20.16,United States,NASDAQ
AZZ,AZZ INC,Industrials,Equity,27959225.62,0.05,27959225.62,570946,48.97,United States,New York Stock Exchange Inc.
FRG,FRANCHISE GROUP INC,Consumer Discretionary,Equity,27934570,0.05,27934570,657284,42.5,United States,NASDAQ
RWT,REDWOOD TRUST REIT INC,Financials,Equity,27934332.09,0.05,27934332.09,2593717,10.77,United States,New York Stock Exchange Inc.
USPH,US PHYSICAL THERAPY INC,Health Care,Equity,27924135.36,0.05,27924135.36,295306,94.56,United States,New York Stock Exchange Inc.
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials,Equity,27793867.92,0.05,27793867.92,663972,41.86,United States,New York Stock Exchange Inc.
PGTI,PGT INNOVATIONS INC,Industrials,Equity,27788375.16,0.05,27788375.16,1319486,21.06,United States,New York Stock Exchange Inc.
DNOW,NOW INC,Industrials,Equity,27755274.5,0.05,27755274.5,2581886,10.75,United States,New York Stock Exchange Inc.
OPI,OFFICE PROPERTIES INCOME TRUST,Real Estate,Equity,27736140.02,0.05,27736140.02,1109002,25.01,United States,NASDAQ
DCOM,DIME COMMUNITY BANCSHARES INC,Financials,Equity,27698625.5,0.05,27698625.5,822650,33.67,United States,NASDAQ
CYRX,CRYOPORT INC,Health Care,Equity,27676344.65,0.05,27676344.65,955345,28.97,United States,NASDAQ
EGHT,8X8 INC - COM,Information Technology,Equity,27482003.1,0.05,27482003.1,2595090,10.59,United States,New York Stock Exchange Inc.
BRP,BRP GROUP INC CLASS A,Financials,Equity,27482899.5,0.05,27482899.5,1121751,24.5,United States,NASDAQ
PFC,PREMIER FINANCIAL CORP,Financials,Equity,27273358.1,0.05,27273358.1,888383,30.7,United States,NASDAQ
TCBK,TRICO BANCSHARES,Financials,Equity,27219091.2,0.05,27219091.2,652736,41.7,United States,NASDAQ
SAFT,SAFETY INSURANCE GROUP INC,Financials,Equity,27203723.85,0.05,27203723.85,319405,85.17,United States,NASDAQ
CDE,COEUR MINING INC,Materials,Equity,27195124.51,0.05,27195124.51,5873677,4.63,United States,New York Stock Exchange Inc.
SLCA,US SILICA HOLDINGS INC,Energy,Equity,27188774.01,0.05,27188774.01,1708911,15.91,United States,New York Stock Exchange Inc.
PRO,PROS HOLDINGS INC,Information Technology,Equity,27088095.58,0.04,27088095.58,921991,29.38,United States,New York Stock Exchange Inc.
CMCO,COLUMBUS MCKINNON CORP,Industrials,Equity,27061629.18,0.04,27061629.18,637194,42.47,United States,NASDAQ
RPAY,REPAY HOLDINGS CORP CLASS A,Information Technology,Equity,27001481.76,0.04,27001481.76,1986864,13.59,United States,NASDAQ
MRTN,MARTEN TRANSPORT LTD,Industrials,Equity,26997432.66,0.04,26997432.66,1378827,19.58,United States,NASDAQ
KRYS,KRYSTAL BIOTECH INC,Health Care,Equity,26984515.05,0.04,26984515.05,416235,64.83,United States,NASDAQ
EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials,Equity,26964060,0.04,26964060,1389900,19.4,United States,New York Stock Exchange Inc.
PTGX,PROTAGONIST THERAPEUTICS INC,Health Care,Equity,26961416.96,0.04,26961416.96,1056896,25.51,United States,NASDAQ
DIN,DINE BRANDS GLOBAL INC,Consumer Discretionary,Equity,26953176.94,0.04,26953176.94,375079,71.86,United States,New York Stock Exchange Inc.
APOG,APOGEE ENTERPRISES INC,Industrials,Equity,26787817.7,0.04,26787817.7,569590,47.03,United States,NASDAQ
SBGI,SINCLAIR BROADCAST GROUP INC CLASS,Communication,Equity,26786845.8,0.04,26786845.8,1066780,25.11,United States,NASDAQ
SAFE,SAFEHOLD INC,Real Estate,Equity,26775724.92,0.04,26775724.92,484804,55.23,United States,New York Stock Exchange Inc.
TMP,TOMPKINS FINANCIAL CORP,Financials,Equity,26672375.82,0.04,26672375.82,334366,79.77,United States,Nyse Mkt Llc
SILK,SILK ROAD MEDICAL INC,Health Care,Equity,26624442.6,0.04,26624442.6,797139,33.4,United States,NASDAQ
MDGL,MADRIGAL PHARMACEUTICALS INC,Health Care,Equity,26625147.12,0.04,26625147.12,278564,95.58,United States,NASDAQ
CEIX,CONSOL ENERGY INC,Energy,Equity,26583895.95,0.04,26583895.95,798555,33.29,United States,New York Stock Exchange Inc.
CWENA,CLEARWAY ENERGY INC CLASS A,Utilities,Equity,26564455.82,0.04,26564455.82,814361,32.62,United States,New York Stock Exchange Inc.
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,Equity,26484167.48,0.04,26484167.48,214934,123.22,United States,New York Stock Exchange Inc.
TREE,LENDINGTREE INC,Financials,Equity,26472518.58,0.04,26472518.58,272183,97.26,United States,NASDAQ
SPTN,SPARTANNASH,Consumer Staples,Equity,26460023.28,0.04,26460023.28,868111,30.48,United States,NASDAQ
CHCO,CITY HOLDING,Financials,Equity,26443959.36,0.04,26443959.36,331877,79.68,United States,NASDAQ
TGTX,TG THERAPEUTICS INC,Health Care,Equity,26397536,0.04,26397536,2999720,8.8,United States,NASDAQ
KAMN,KAMAN CORP,Industrials,Equity,26288362.73,0.04,26288362.73,627557,41.89,United States,New York Stock Exchange Inc.
FLGT,FULGENT GENETICS INC,Health Care,Equity,26276593.6,0.04,26276593.6,484808,54.2,United States,NASDAQ
PING,PING IDENTITY HOLDING CORP,Information Technology,Equity,26194275.38,0.04,26194275.38,1425151,18.38,United States,New York Stock Exchange Inc.
GTY,GETTY REALTY REIT CORP,Real Estate,Equity,26193205.75,0.04,26193205.75,936475,27.97,United States,New York Stock Exchange Inc.
AHCO,ADAPTHEALTH CORP,Health Care,Equity,26196110.82,0.04,26196110.82,1688982,15.51,United States,NASDAQ
CDMO,AVID BIOSERVICES INC,Health Care,Equity,26117181.38,0.04,26117181.38,1405661,18.58,United States,NASDAQ
ELF,ELF BEAUTY INC,Consumer Staples,Equity,26062024.56,0.04,26062024.56,1103388,23.62,United States,New York Stock Exchange Inc.
AMCX,AMC NETWORKS CLASS A INC,Communication,Equity,26058609.5,0.04,26058609.5,676847,38.5,United States,NASDAQ
NBR,NABORS INDUSTRIES LTD,Energy,Equity,25936901.1,0.04,25936901.1,162910,159.21,United States,New York Stock Exchange Inc.
RVNC,REVANCE THERAPEUTICS INC,Health Care,Equity,25921369.98,0.04,25921369.98,1614033,16.06,United States,NASDAQ
PI,IMPINJ INC,Information Technology,Equity,25848411.68,0.04,25848411.68,440648,58.66,United States,NASDAQ
CTS,CTS CORP,Information Technology,Equity,25841839.86,0.04,25841839.86,741942,34.83,United States,New York Stock Exchange Inc.
MNRL,BRIGHAM MINERALS INC CLASS A,Energy,Equity,25808991.72,0.04,25808991.72,1037756,24.87,United States,New York Stock Exchange Inc.
CDXS,CODEXIS INC,Health Care,Equity,25692139.62,0.04,25692139.62,1413209,18.18,United States,NASDAQ
GIII,G III APPAREL GROUP LTD,Consumer Discretionary,Equity,25621824,0.04,25621824,1067576,24,United States,NASDAQ
POLY,PLANTRONICS INC,Information Technology,Equity,25575010.67,0.04,25575010.67,975029,26.23,United States,New York Stock Exchange Inc.
RGNX,REGENXBIO INC,Health Care,Equity,25570317.72,0.04,25570317.72,909652,28.11,United States,NASDAQ
FGEN,FIBROGEN INC,Health Care,Equity,25558084.6,0.04,25558084.6,1988956,12.85,United States,NASDAQ
VIVO,MERIDIAN BIOSCIENCE INC,Health Care,Equity,25333956.24,0.04,25333956.24,1006914,25.16,United States,NASDAQ
BIG,BIG LOTS INC,Consumer Discretionary,Equity,25185221.2,0.04,25185221.2,758591,33.2,United States,New York Stock Exchange Inc.
NXGN,NEXTGEN HEALTHCARE INC,Health Care,Equity,25114899.2,0.04,25114899.2,1302640,19.28,United States,NASDAQ
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Real Estate,Equity,25117486.2,0.04,25117486.2,3562764,7.05,United States,New York Stock Exchange Inc.
BKE,BUCKLE INC,Consumer Discretionary,Equity,25098271.66,0.04,25098271.66,693514,36.19,United States,New York Stock Exchange Inc.
LAND,GLADSTONE LAND REIT CORP,Real Estate,Equity,25052266.8,0.04,25052266.8,698808,35.85,United States,NASDAQ
SCHL,SCHOLASTIC CORP,Communication,Equity,24980498.64,0.04,24980498.64,596478,41.88,United States,NASDAQ
MGPI,MGP INGREDIENTS INC,Consumer Staples,Equity,24873410.86,0.04,24873410.86,325483,76.42,United States,NASDAQ
STBA,S AND T BANCORP INC,Financials,Equity,24808528.68,0.04,24808528.68,804427,30.84,United States,NASDAQ
EIG,EMPLOYERS HOLDINGS INC,Financials,Equity,24796533.3,0.04,24796533.3,621467,39.9,United States,New York Stock Exchange Inc.
CXW,CORECIVIC REIT INC,Industrials,Equity,24761698.2,0.04,24761698.2,2797932,8.85,United States,New York Stock Exchange Inc.
RPT,RPT REALTY,Real Estate,Equity,24749275.92,0.04,24749275.92,1862248,13.29,United States,New York Stock Exchange Inc.
EVOP,EVO PAYMENTS INC CLASS A,Information Technology,Equity,24733813.59,0.04,24733813.59,1094901,22.59,United States,NASDAQ
MMI,MARCUS & MILLICHAP INC,Real Estate,Equity,24701833.94,0.04,24701833.94,545174,45.31,United States,New York Stock Exchange Inc.
GPRE,GREEN PLAINS INC,Energy,Equity,24688345.2,0.04,24688345.2,800530,30.84,United States,NASDAQ
MCRI,MONARCH CASINO AND RESORT INC,Consumer Discretionary,Equity,24659723,0.04,24659723,302945,81.4,United States,NASDAQ
BANC,BANC OF CALIFORNIA INC,Financials,Equity,24625718.52,0.04,24625718.52,1279923,19.24,United States,New York Stock Exchange Inc.
FFWM,FIRST FOUNDATION INC,Financials,Equity,24627969.52,0.04,24627969.52,960904,25.63,United States,NASDAQ
LBAI,LAKELAND BANCORP INC,Financials,Equity,24580132.77,0.04,24580132.77,1406991,17.47,United States,NASDAQ
KURA,KURA ONCOLOGY INC,Health Care,Equity,24469730.28,0.04,24469730.28,1502132,16.29,United States,NASDAQ
IMGN,IMMUNOGEN INC,Health Care,Equity,24447063.03,0.04,24447063.03,4586691,5.33,United States,NASDAQ
HSC,HARSCO CORP,Industrials,Equity,24327074.28,0.04,24327074.28,1796682,13.54,United States,New York Stock Exchange Inc.
AOSL,ALPHA AND OMEGA SEMICONDUCTOR LTD,Information Technology,Equity,24329336.08,0.04,24329336.08,502984,48.37,United States,NASDAQ
EB,EVENTBRITE CLASS A INC,Communication,Equity,24324013.35,0.04,24324013.35,1781979,13.65,United States,New York Stock Exchange Inc.
BRMK,BROADMARK REALTY CAPITAL INC,Financials,Equity,24277973.28,0.04,24277973.28,2949936,8.23,United States,New York Stock Exchange Inc.
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Industrials,Equity,24260573.7,0.04,24260573.7,727890,33.33,United States,NASDAQ
SAH,SONIC AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,24231206.84,0.04,24231206.84,512396,47.29,United States,New York Stock Exchange Inc.
DVAX,DYNAVAX TECHNOLOGIES CORP,Health Care,Equity,24212350.5,0.04,24212350.5,2483318,9.75,United States,NASDAQ
EDIT,EDITAS MEDICINE INC,Health Care,Equity,24162851.34,0.04,24162851.34,1604439,15.06,United States,NASDAQ
PLAB,PHOTRONICS INC,Information Technology,Equity,24161014.56,0.04,24161014.56,1415408,17.07,United States,NASDAQ
EBIX,EBIX INC,Information Technology,Equity,24131601,0.04,24131601,618759,39,United States,NASDAQ
INN,SUMMIT HOTEL PROPERTIES REIT INC,Real Estate,Equity,24040190,0.04,24040190,2404019,10,United States,New York Stock Exchange Inc.
UMH,UMH PROPERTIES INC,Real Estate,Equity,23958928.7,0.04,23958928.7,964142,24.85,United States,New York Stock Exchange Inc.
GCO,GENESCO INC,Consumer Discretionary,Equity,23832564.36,0.04,23832564.36,350582,67.98,United States,New York Stock Exchange Inc.
CMPR,CIMPRESS PLC,Industrials,Equity,23733785.14,0.04,23733785.14,396422,59.87,United States,NASDAQ
XPEL,XPEL INC,Consumer Discretionary,Equity,23660376.2,0.04,23660376.2,413860,57.17,United States,NASDAQ
AVYA,AVAYA HOLDINGS CORP,Information Technology,Equity,23571669.48,0.04,23571669.48,1907093,12.36,United States,New York Stock Exchange Inc.
GFF,GRIFFON CORP,Industrials,Equity,23553303.04,0.04,23553303.04,1074512,21.92,United States,New York Stock Exchange Inc.
HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care,Equity,23538828.66,0.04,23538828.66,536681,43.86,United States,NASDAQ
MCB,METROPOLITAN BANK HOLDING CORP,Financials,Equity,23498226.36,0.04,23498226.36,233604,100.59,United States,New York Stock Exchange Inc.
SCS,STEELCASE INC CLASS A,Industrials,Equity,23338068.48,0.04,23338068.48,2025874,11.52,United States,New York Stock Exchange Inc.
BALY,BALLY S CORP,Consumer Discretionary,Equity,23321182.8,0.04,23321182.8,768408,30.35,United States,New York Stock Exchange Inc.
AVID,AVID TECHNOLOGY INC,Information Technology,Equity,23289673.9,0.04,23289673.9,836254,27.85,United States,NASDAQ
GOGO,GOGO INC,Communication,Equity,23220936.24,0.04,23220936.24,1362731,17.04,United States,NASDAQ
CARS,CARS.COM INC,Communication,Equity,23131681.68,0.04,23131681.68,1587624,14.57,United States,New York Stock Exchange Inc.
GPRO,GOPRO INC CLASS A,Consumer Discretionary,Equity,23126982.9,0.04,23126982.9,3007410,7.69,United States,NASDAQ
ATRI,ATRION CORP,Health Care,Equity,23096750.25,0.04,23096750.25,32025,721.21,United States,NASDAQ
GABC,GERMAN AMERICAN BANCORP INC,Financials,Equity,23092477.25,0.04,23092477.25,579485,39.85,United States,NASDAQ
ARKO,ARKO,Consumer Discretionary,Equity,23045793.79,0.04,23045793.79,2779951,8.29,United States,NASDAQ
SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication,Equity,22976539.6,0.04,22976539.6,1115366,20.6,United States,NASDAQ
ONEM,1LIFE HEALTHCARE INC,Health Care,Equity,22945576.59,0.04,22945576.59,2741407,8.37,United States,NASDAQ
OBNK,ORIGIN BANCORP INC,Financials,Equity,22930831.3,0.04,22930831.3,522938,43.85,United States,NASDAQ
BRBR WI,BELLRING BRANDS INC WHEN ISSUED,Consumer Staples,Equity,22916514.6,0.04,22916514.6,934605,24.52,United States,New York Stock Exchange Inc.
FRO,FRONTLINE LTD,Energy,Equity,22815796.68,0.04,22815796.68,2755531,8.28,Norway,New York Stock Exchange Inc.
CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate,Equity,22785885,0.04,22785885,560125,40.68,United States,New York Stock Exchange Inc.
ASTE,ASTEC INDUSTRIES INC,Industrials,Equity,22728459.6,0.04,22728459.6,523215,43.44,United States,NASDAQ
PSN,PARSONS CORP,Industrials,Equity,22634211.2,0.04,22634211.2,616736,36.7,United States,New York Stock Exchange Inc.
OEC,ORION ENGINEERED CARBONS SA,Materials,Equity,22593711.15,0.04,22593711.15,1402465,16.11,United States,New York Stock Exchange Inc.
PCVX,VAXCYTE INC,Health Care,Equity,22543476.13,0.04,22543476.13,928097,24.29,United States,NASDAQ
USNA,USANA HEALTH SCIENCES INC,Consumer Staples,Equity,22490193.25,0.04,22490193.25,273437,82.25,United States,New York Stock Exchange Inc.
ADTN,ADTRAN INC,Information Technology,Equity,22375375.17,0.04,22375375.17,1146867,19.51,United States,NASDAQ
MGI,MONEYGRAM INTERNATIONAL INC,Information Technology,Equity,22269314.82,0.04,22269314.82,2073493,10.74,United States,NASDAQ
PAR,PAR TECHNOLOGY CORP,Information Technology,Equity,22227707.52,0.04,22227707.52,591792,37.56,United States,New York Stock Exchange Inc.
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Industrials,Equity,22205048.74,0.04,22205048.74,1482313,14.98,United States,NASDAQ
LGFA,LIONS GATE ENTERTAINMENT VOTING CO,Communication,Equity,22182668.02,0.04,22182668.02,1422878,15.59,United States,New York Stock Exchange Inc.
KRNY,KEARNY FINANCIAL CORP,Financials,Equity,22132738.68,0.04,22132738.68,1671657,13.24,United States,NASDAQ
WASH,WASHINGTON TRUST BANCORP INC,Financials,Equity,22106488.32,0.04,22106488.32,411207,53.76,United States,NASDAQ
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Financials,Equity,22054074.72,0.04,22054074.72,707088,31.19,United States,New York Stock Exchange Inc.
MRC,MRC GLOBAL INC,Industrials,Equity,21962787.84,0.04,21962787.84,1933344,11.36,United States,New York Stock Exchange Inc.
AMWD,AMERICAN WOODMARK CORP,Industrials,Equity,21958678.48,0.04,21958678.48,376456,58.33,United States,NASDAQ
AXL,AMERICAN AXLE AND MANUFACTURING HO,Consumer Discretionary,Equity,21927729.6,0.04,21927729.6,2610444,8.4,United States,New York Stock Exchange Inc.
EFC,ELLINGTON FINANCIAL INC,Financials,Equity,21876469.3,0.04,21876469.3,1231090,17.77,United States,New York Stock Exchange Inc.
TBI,TRUEBLUE INC,Industrials,Equity,21841676.1,0.04,21841676.1,822662,26.55,United States,New York Stock Exchange Inc.
HURN,HURON CONSULTING GROUP INC,Industrials,Equity,21844669.76,0.04,21844669.76,500336,43.66,United States,NASDAQ
RDNT,RADNET INC,Health Care,Equity,21741864.64,0.04,21741864.64,1046288,20.78,United States,NASDAQ
VREX,VAREX IMAGING CORP,Health Care,Equity,21708148.77,0.04,21708148.77,890043,24.39,United States,NASDAQ
BATRK,LIBERTY MEDIA LIBERTY BRAVES CORP,Communication,Equity,21702367.5,0.04,21702367.5,839550,25.85,United States,NASDAQ
STEM,STEM INC,Industrials,Equity,21642063.22,0.04,21642063.22,2645729,8.18,United States,New York Stock Exchange Inc.
PWSC,POWERSCHOOL HOLDINGS INC CLASS A,Consumer Discretionary,Equity,21607564.86,0.04,21607564.86,1270286,17.01,United States,New York Stock Exchange Inc.
ICHR,ICHOR HOLDINGS LTD,Information Technology,Equity,21595125.5,0.04,21595125.5,647530,33.35,United States,NASDAQ
