"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"DEO","Diageo plc","Consumer Defensive","Beverages - Wineries & Distilleries",118900.29,33.79,1.82%,4.90%,4.00%,584.50,0.70%,0.00%,10.00%,0.01%,0.05%,29.40%,0.32%,2.90%,3.11%,8.02%,32.21%,29.12%,0.64,0.71%,1.56%,4.37%,10.13%,-0.41%,34.93%,65.89,1.90,205.05,0.10%,176274,212.66
"DES","WisdomTree U.S. SmallCap Dividend Fund","Financial","Exchange Traded Fund",,,,,,,,,,,,,0.51%,6.16%,6.90%,3.43%,39.17%,27.03%,,1.18%,3.49%,6.17%,6.99%,-0.30%,41.38%,69.31,,33.79,0.09%,165368,
"DESP","Despegar.com, Corp.","Consumer Cyclical","Travel Services",847.62,,,-9.00%,-20.80%,67.61,14.72%,0.00%,54.70%,-8.92%,1.68%,-83.40%,-8.45%,-12.42%,-0.52%,-8.95%,25.44%,-10.30%,2.33,3.76%,-2.85%,-3.94%,-10.68%,-34.94%,30.57%,42.57,2.60,11.49,-1.37%,498535,16.60
"DEUS","Xtrackers Russell US Multifactor ETF","Financial","Exchange Traded Fund",,,1.23%,,,,,,,,,,0.55%,4.67%,5.00%,9.45%,30.21%,23.91%,,0.61%,2.00%,4.54%,9.13%,-0.12%,31.31%,68.60,,47.98,-0.05%,2882,
"DEW","WisdomTree Global High Dividend Fund","Financial","Exchange Traded Fund",,,,,,,,,,,,,0.11%,0.87%,-0.31%,-0.88%,19.49%,14.18%,,0.39%,0.51%,1.16%,2.00%,-3.23%,20.27%,56.46,,48.86,0.08%,2876,
"DEX","Delaware Enhanced Global Dividend and Income Fund","Financial","Closed-End Fund - Debt",121.36,,7.75%,,,11.90,,,40.57%,,,,-0.49%,-0.24%,-3.13%,-0.87%,6.25%,4.72%,,0.74%,-0.02%,-0.48%,-0.02%,-8.44%,10.00%,48.26,,10.20,-0.20%,25852,
"DFAC","Dimensional U.S. Core Equity 2 ETF","Financial","Exchange Traded Fund",,,1.00%,,,,,,,,,,0.00%,5.08%,6.19%,,,8.54%,,0.74%,2.18%,4.88%,6.13%,-0.41%,16.53%,69.33,,28.98,-0.03%,667774,
"DFAI","Dimensional International Core Equity Market ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.86%,1.28%,1.72%,2.48%,,13.65%,,0.56%,0.38%,1.36%,3.47%,-0.99%,20.51%,54.85,,30.14,-0.26%,234223,
"DFAS","Dimensional U.S. Small Cap ETF","Financial","Exchange Traded Fund",,,0.71%,,,,,,,,,,-0.50%,7.38%,11.03%,,,8.07%,,1.13%,3.42%,6.92%,8.66%,-1.13%,17.40%,68.71,,63.61,-0.09%,86869,
"DFAT","Dimensional U.S. Targeted Value ETF","Financial","Exchange Traded Fund",,,1.18%,,,,,,,,,,0.31%,7.01%,11.34%,,,7.68%,,1.22%,3.51%,7.17%,9.18%,-0.79%,19.35%,68.19,,49.28,0.08%,241764,
"DFAU","Dimensional US Core Equity Market ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.24%,4.79%,5.80%,12.25%,,24.80%,,0.66%,1.78%,4.48%,9.69%,-0.70%,33.75%,68.87,,32.81,0.00%,236568,
"DFE","WisdomTree Europe SmallCap Dividend Fund","Financial","Exchange Traded Fund",,,,,,,,,,,,,-1.76%,0.61%,-1.63%,-0.43%,31.03%,15.74%,,0.50%,-0.83%,0.14%,1.57%,-5.69%,31.55%,48.61,,74.72,-0.46%,4108,
"DFEB","FT Cboe Vest US Eq Deep Buffer ETF - February","Financial","Exchange Traded Fund",,,,,,,,,,,,,0.23%,1.21%,1.91%,4.47%,10.70%,8.49%,,0.35%,0.54%,1.29%,3.44%,0.00%,11.24%,70.20,,35.13,0.14%,8269,
"DFEN","Direxion Daily Aerospace & Defense Bull 3X","Financial","Exchange Traded Fund",,,0.04%,,,,,,,,,,-0.57%,0.22%,4.34%,6.29%,59.58%,34.95%,,3.72%,3.74%,6.54%,4.53%,-15.37%,71.19%,56.57,,22.82,4.20%,1125763,
"DFFN","Diffusion Pharmaceuticals Inc.","Healthcare","Biotechnology",43.27,,,62.10%,,101.90,0.10%,48.28%,9.80%,0.13%,0.72%,,-5.99%,-10.14%,-13.68%,-42.59%,-39.47%,-45.95%,1.45,4.45%,-5.83%,-12.35%,-40.08%,-76.77%,4.80%,35.81,3.00,0.43,0.54%,662355,
"DFH","Dream Finders Homes, Inc.","Consumer Cyclical","Residential Construction",1571.21,17.11,,,,92.52,85.71%,-2.55%,41.40%,17.36%,8.47%,8.70%,10.24%,10.17%,-11.09%,-29.46%,,-13.13%,,5.02%,11.36%,4.35%,-19.44%,-50.27%,19.34%,66.51,3.00,18.20,-0.11%,485926,18.00
"DFIN","Donnelley Financial Solutions, Inc.","Financial","Capital Markets",1713.92,21.33,,-17.50%,-3.10%,33.70,3.30%,-9.89%,92.30%,-0.89%,1.64%,15.60%,5.75%,36.39%,59.15%,86.12%,246.80%,203.48%,2.02,3.46%,22.26%,35.80%,63.69%,-1.59%,261.23%,88.00,2.30,51.50,2.67%,298921,47.00
"DFJ","WisdomTree Japan SmallCap Dividend Fund","Financial","Exchange Traded Fund",,,,,,,,,,,,,-1.41%,-1.96%,-1.55%,-1.47%,3.39%,1.64%,,0.49%,-1.19%,-3.76%,-2.62%,-9.79%,5.31%,41.08,,73.71,-0.45%,6107,
"DFND","Siren DIVCON Dividend Defender ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,1.68%,7.21%,2.86%,14.70%,10.74%,12.30%,,0.87%,3.06%,4.60%,8.96%,0.15%,23.87%,71.37,,41.15,0.22%,32246,
"DFNL","Davis Select Financial ETF","Financial","Exchange Traded Fund",,,1.17%,,,,,,,,,,-0.15%,1.26%,4.46%,5.30%,44.90%,35.74%,,0.80%,-0.09%,3.36%,8.70%,-1.88%,46.52%,55.99,,32.38,-0.12%,3973,
"DFP","Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.","Financial","Closed-End Fund - Debt",552.26,,6.75%,,,19.20,,,13.58%,,,,-0.03%,0.91%,-4.61%,-1.44%,2.71%,-1.03%,,0.73%,0.42%,0.19%,-2.46%,-8.50%,5.81%,53.20,,28.76,-0.14%,33056,
"DFS","Discover Financial Services","Financial","Credit Services",34363.20,7.07,1.69%,-6.90%,6.90%,298.00,0.10%,-13.36%,88.80%,-1.15%,1.99%,88.60%,1.23%,-8.58%,-10.01%,2.56%,54.26%,30.54%,1.68,2.72%,-1.51%,-3.90%,3.09%,-12.90%,60.64%,45.13,2.20,118.18,-1.05%,1059409,141.21
"DFUS","Dimensional U.S. Equity ETF","Financial","Exchange Traded Fund",,,1.11%,,,,,,,,,,-0.45%,4.69%,5.50%,,,10.02%,,0.61%,1.62%,4.28%,5.72%,-0.74%,12.11%,67.27,,51.29,-0.08%,95109,
"DG","Dollar General Corporation","Consumer Defensive","Discount Stores",52085.15,21.74,0.74%,21.90%,10.60%,234.92,0.20%,-43.11%,93.70%,0.06%,2.43%,10.10%,2.75%,6.67%,-1.96%,10.76%,6.12%,7.94%,0.49,1.60%,2.84%,4.36%,6.73%,-5.16%,30.84%,65.06,1.90,227.00,0.89%,1790618,249.88
"DGICA","Donegal Group Inc.","Financial","Insurance - Property & Casualty",444.85,12.65,4.46%,18.70%,4.10%,31.25,41.70%,1.32%,79.90%,0.32%,0.27%,5.40%,-0.69%,-2.71%,-8.60%,-4.27%,-0.62%,1.99%,0.03,2.05%,-1.00%,-1.57%,-3.81%,-12.92%,7.49%,45.90,2.30,14.35,0.07%,38935,18.50
"DGII","Digi International Inc.","Technology","Communication Equipment",825.51,75.80,,-5.30%,6.50%,34.06,1.90%,-2.26%,88.40%,0.62%,1.78%,3.70%,5.68%,13.52%,19.82%,33.22%,44.79%,27.94%,1.48,3.20%,8.42%,11.42%,18.41%,-5.66%,50.00%,65.10,1.70,24.18,-3.20%,381349,30.10
"DGL","Invesco DB Gold Fund","Financial","Exchange Traded Fund",,,,,,,,,,,,,2.10%,5.49%,4.19%,-0.88%,-3.04%,-3.40%,,0.37%,3.32%,4.48%,3.61%,-5.98%,10.25%,70.30,,53.47,-0.13%,231,
"DGLY","Digital Ally, Inc.","Industrials","Security & Protection Services",63.12,3.32,,46.50%,-12.10%,51.51,5.58%,0.00%,8.70%,2.55%,17.70%,-67.10%,4.88%,15.18%,-0.77%,-24.12%,-48.81%,-44.87%,0.65,5.91%,6.48%,5.00%,-22.13%,-67.59%,24.04%,56.82,,1.29,5.74%,3614337,5.00
"DGNS","Dragoneer Growth Opportunities Corp. II","Financial","Shell Companies",291.46,,,,,35.25,,,85.80%,11.54%,0.13%,,-0.87%,3.22%,4.05%,2.29%,,-10.07%,,1.44%,1.76%,2.74%,-0.95%,-29.76%,4.80%,58.27,,10.27,2.09%,6124554,
"DGNU","Dragoneer Growth Opportunities Corp. III","Financial","Shell Companies",537.82,,,,,52.34,,,91.00%,,0.02%,,-0.20%,1.53%,1.32%,-3.57%,,-0.20%,,0.51%,0.71%,1.28%,-0.03%,-8.27%,2.89%,63.35,,9.98,0.30%,25718,
"DGP","DB Gold Double Long ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,4.29%,10.98%,8.52%,-2.48%,-8.28%,-7.60%,,1.18%,6.71%,9.08%,6.77%,-12.95%,20.53%,70.04,,41.05,-0.24%,5424,
"DGRE","WisdomTree Emerging Markets Quality Dividend Growth Fund","Financial","Exchange Traded Fund",,,2.17%,,,,,,,,,,1.01%,0.67%,0.40%,-3.59%,8.53%,0.86%,,0.58%,1.33%,0.66%,-2.82%,-8.47%,9.45%,57.65,,28.62,0.42%,25792,
"DGRO","iShares Core Dividend Growth ETF","Financial","Exchange Traded Fund",,,2.10%,,,,,,,,,,0.39%,3.99%,2.42%,7.59%,25.60%,20.84%,,0.63%,1.58%,3.78%,7.64%,-0.05%,27.17%,71.53,,54.16,0.11%,1511000,
"DGRS","WisdomTree U.S. SmallCap Quality Dividend Growth Fund","Financial","Exchange Traded Fund",,,1.81%,,,,,,,,,,0.33%,6.21%,6.29%,2.41%,35.24%,22.76%,,1.12%,3.47%,6.05%,5.68%,-1.74%,36.38%,68.02,,48.55,0.21%,9154,
"DGRW","WisdomTree U.S. Quality Dividend Growth Fund","Financial","Exchange Traded Fund",,,1.81%,,,,,,,,,,0.30%,4.34%,1.76%,7.96%,21.68%,17.94%,,0.62%,1.79%,3.87%,7.27%,-0.25%,22.98%,72.00,,63.64,-0.06%,315441,
"DGS","WisdomTree Emerging Markets SmallCap Dividend Fund","Financial","Exchange Traded Fund",,,3.64%,,,,,,,,,,0.62%,-0.58%,1.58%,1.78%,19.61%,11.57%,,0.58%,0.63%,-0.81%,0.62%,-5.27%,20.29%,52.66,,53.24,-0.13%,182427,
"DGT","SPDR Global Dow ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.66%,1.12%,2.30%,2.24%,26.74%,19.16%,,0.34%,0.41%,2.00%,4.40%,-1.02%,27.43%,57.02,,114.39,-0.01%,5356,
"DGX","Quest Diagnostics Incorporated","Healthcare","Diagnostics & Research",17701.95,8.79,1.69%,16.60%,4.70%,123.00,0.40%,-29.29%,95.30%,-2.08%,3.41%,23.90%,3.08%,2.88%,-3.73%,11.92%,20.64%,23.02%,1.00,2.09%,0.99%,-0.63%,7.71%,-8.69%,29.32%,52.53,2.10,146.60,-2.27%,1230491,161.47
"DGZ","DB Gold Short ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,-2.28%,-5.48%,-4.62%,-2.90%,-0.85%,0.17%,,0.22%,-3.49%,-4.69%,-4.86%,-12.83%,2.90%,29.20,,9.81,0.12%,422,
"DH","Definitive Healthcare Corp.","Healthcare","Health Information Services",6656.51,,,,,88.26,1.70%,0.00%,80.40%,197.33%,2.20%,,8.42%,3.83%,,,,1.46%,,5.55%,10.64%,6.06%,6.06%,-12.68%,25.34%,58.72,,43.92,4.82%,159961,46.50
"DHBCU","DHB Capital Corp.","Financial","Shell Companies",,,,,,,,,40.00%,,0.00%,,0.20%,0.81%,-0.40%,-0.40%,,-0.40%,,1.12%,0.16%,0.43%,-0.01%,-1.87%,17.04%,54.45,,9.96,0.30%,20236,
"DHC","Diversified Healthcare Trust","Real Estate","REIT - Healthcare Facilities",853.43,,1.16%,-25.30%,10.30%,238.01,0.20%,0.00%,79.10%,-3.13%,2.18%,-0.60%,-2.27%,-7.26%,-5.48%,0.00%,-13.97%,-16.26%,1.41,3.86%,-6.21%,-3.80%,-15.10%,-38.17%,4.70%,42.54,3.30,3.45,0.88%,868104,4.50
"DHCAU","DHC Acquisition Corp.","Financial","Shell Companies",,,,,,,,,45.85%,,,,0.43%,1.24%,-1.05%,2.16%,,0.43%,,0.23%,0.90%,0.99%,0.64%,-3.06%,2.90%,61.95,,10.04,0.23%,1500,
"DHF","BNY Mellon High Yield Strategies Fund","Financial","Closed-End Fund - Debt",240.30,3.42,7.87%,,,72.71,,,22.83%,,,,-0.75%,0.46%,-1.34%,5.59%,15.96%,10.17%,,0.64%,-0.48%,0.35%,2.17%,-12.22%,16.78%,47.44,,3.31,-0.45%,176405,
"DHHC","DiamondHead Holdings Corp.","Financial","Shell Companies",422.14,,,,,43.12,,,59.90%,-0.27%,0.07%,,0.41%,0.31%,0.20%,,,0.41%,,0.31%,0.30%,0.76%,0.60%,-4.49%,1.98%,59.58,,9.79,0.41%,108,
"DHHCU","DiamondHead Holdings Corp.","Financial","Shell Companies",,,,,,,,,30.34%,,0.01%,,-0.30%,0.00%,-1.00%,-2.46%,,-8.33%,,0.26%,-0.04%,0.10%,-1.89%,-15.24%,1.75%,48.90,,9.90,-0.70%,103,
"DHI","D.R. Horton, Inc.","Consumer Cyclical","Residential Construction",34343.01,8.51,0.82%,25.90%,13.40%,359.70,0.40%,-0.36%,83.60%,-0.58%,3.02%,14.60%,4.94%,11.77%,2.88%,5.49%,32.80%,41.18%,1.64,2.38%,7.08%,9.75%,8.34%,-8.97%,51.27%,68.32,1.90,97.30,-0.50%,2074663,117.17
"DHIL","Diamond Hill Investment Group, Inc.","Financial","Asset Management",680.25,9.76,1.85%,1.70%,0.30%,3.19,1.50%,0.04%,67.10%,1.64%,0.67%,38.90%,-0.37%,14.45%,21.48%,23.09%,56.45%,45.13%,1.06,2.18%,4.31%,13.19%,25.07%,-3.52%,59.80%,66.04,,216.64,-0.73%,5525,
"DHR","Danaher Corporation","Healthcare","Diagnostics & Research",214256.21,38.63,0.28%,14.60%,9.10%,715.10,0.20%,-47.55%,81.10%,0.13%,0.95%,24.60%,-0.55%,-0.56%,-6.63%,19.91%,27.70%,34.91%,0.71,2.33%,-2.22%,-3.64%,10.31%,-10.26%,41.88%,44.13,1.90,299.68,-1.54%,3120339,348.08
"DHS","WisdomTree U.S. High Dividend Fund","Financial","Exchange Traded Fund",,,,,,,,,,,,,0.79%,2.09%,-0.45%,0.76%,19.00%,16.10%,,0.68%,1.52%,2.09%,3.53%,-1.44%,20.61%,61.08,,80.53,0.29%,11871,
"DHT","DHT Holdings, Inc.","Energy","Oil & Gas Midstream",1010.25,,2.63%,10.80%,13.60%,167.61,0.20%,0.00%,60.80%,-1.65%,3.34%,4.10%,-1.94%,-8.71%,9.55%,1.33%,14.93%,16.25%,-0.36,3.25%,-6.68%,-3.42%,0.57%,-15.44%,22.83%,39.16,1.80,6.08,-3.49%,1640621,8.04
"DHX","DHI Group, Inc.","Industrials","Staffing & Employment Services",271.06,208.89,,-23.80%,-12.00%,45.81,4.80%,0.00%,75.60%,-0.97%,0.31%,-0.10%,8.46%,14.17%,53.68%,74.07%,204.86%,154.05%,1.28,4.72%,12.77%,19.75%,54.18%,-6.00%,210.04%,68.40,2.00,5.64,-0.70%,143362,7.75
"DHY","Credit Suisse High Yield Bond Fund, Inc.","Financial","Asset Management",258.77,50.00,7.60%,,,103.51,,,24.15%,,,,-0.79%,0.00%,-0.40%,1.63%,11.61%,9.65%,,0.81%,-0.19%,-0.35%,1.34%,-2.72%,12.61%,47.09,,2.50,-0.79%,271506,
"DIA","SPDR Dow Jones Industrial Average ETF Trust","Financial","Exchange Traded Fund",,,1.61%,,,,,,,,,,-0.85%,2.38%,2.09%,5.90%,22.39%,18.13%,,0.63%,0.67%,2.87%,5.88%,-1.20%,23.63%,60.65,,361.24,-0.01%,2528018,
"DIAL","Columbia Diversified Fixed Income Allocation ETF","Financial","Exchange Traded Fund",,,2.54%,,,,,,,,,,-0.79%,-0.51%,-1.53%,-0.42%,-2.22%,-3.80%,,0.31%,-0.26%,-0.79%,-1.01%,-4.01%,1.09%,42.27,,21.25,-0.23%,203225,
"DIAX","Nuveen Dow 30 Dynamic Overwrite Fund","Financial","Closed-End Fund - Equity",649.15,,6.11%,,,36.37,,,27.89%,,,,0.17%,2.23%,2.53%,6.00%,24.39%,17.43%,,0.73%,0.97%,2.87%,6.31%,-0.28%,25.88%,64.43,,17.85,-0.06%,53283,
"DIBS","1stdibs.Com, Inc.","Consumer Cyclical","Internet Retail",489.71,,,,,37.80,4.90%,5.91%,95.50%,1.43%,5.76%,,-15.80%,-9.53%,-10.92%,,,-53.05%,,9.33%,-15.94%,-10.65%,-27.44%,-62.27%,12.25%,37.55,2.20,13.38,-10.68%,984118,21.20
"DICE","DICE Therapeutics, Inc.","Healthcare","Biotechnology",1179.29,,,,,38.23,4.30%,0.00%,51.10%,,2.92%,,-3.85%,18.76%,,,,-14.04%,,7.93%,-0.47%,1.34%,1.34%,-21.70%,36.92%,49.48,,31.71,7.82%,266946,49.00
"DIDI","DiDi Global Inc.","Technology","Software - Application",40944.05,,,,,4544.29,,,10.20%,2.86%,,-4.90%,10.96%,9.08%,6.38%,,,-36.28%,,6.00%,5.21%,7.99%,-1.37%,-49.97%,25.84%,56.64,2.00,9.01,-5.26%,19775962,25.00
"DIG","ProShares Ultra Oil & Gas","Financial","Exchange Traded Fund",,,1.81%,,,,,,,,,,-3.02%,2.39%,46.69%,19.93%,185.47%,130.55%,,3.20%,-0.15%,13.40%,28.46%,-4.81%,201.98%,56.20,,84.07,1.36%,39168,
"DIM","WisdomTree International MidCap Dividend Fund","Financial","Exchange Traded Fund",,,,,,,,,,,,,-1.46%,-0.45%,-1.92%,-2.18%,13.23%,6.78%,,0.37%,-0.67%,-0.90%,-0.78%,-4.87%,13.62%,45.75,,67.89,-0.44%,745,
"DIN","Dine Brands Global, Inc.","Consumer Cyclical","Restaurants",1437.69,19.31,1.88%,-25.90%,0.20%,16.91,0.40%,-5.95%,91.20%,-4.42%,6.57%,13.60%,-2.53%,6.14%,15.91%,-12.43%,42.29%,46.59%,2.06,4.14%,0.47%,2.12%,-0.06%,-15.57%,50.48%,50.62,2.00,85.02,-1.40%,191783,109.88
"DINT","Davis Select International ETF","Financial","Exchange Traded Fund",,,0.28%,,,,,,,,,,1.98%,2.38%,6.15%,-10.53%,-6.18%,-9.46%,,0.94%,1.28%,3.57%,-6.28%,-18.54%,9.78%,59.61,,21.09,-0.19%,6964,
"DIOD","Diodes Incorporated","Technology","Semiconductors",4943.12,26.00,,30.90%,7.70%,44.99,2.60%,-27.75%,98.30%,2.13%,1.65%,13.70%,0.84%,24.10%,23.50%,55.18%,68.96%,54.10%,1.07,2.89%,9.65%,14.74%,29.78%,-2.43%,75.96%,74.97,2.10,108.64,0.16%,302996,117.67
"DIS","The Walt Disney Company","Communication Services","Entertainment",292360.37,143.25,,-18.30%,4.50%,1818.00,0.12%,-20.15%,66.30%,-0.26%,1.21%,-6.90%,-10.43%,-10.22%,-9.90%,-6.63%,14.51%,-12.56%,1.17,1.67%,-7.08%,-9.41%,-12.03%,-21.96%,16.05%,29.26,1.90,158.43,-0.75%,21241133,200.86
"DISAU","Disruptive Acquisition Corporation I","Financial","Shell Companies",,,,,,,,,53.76%,,,,-0.20%,0.20%,-0.30%,,,0.81%,,0.20%,-0.10%,-0.08%,-0.21%,-2.75%,2.16%,48.26,,9.92,-0.30%,80,
"DISCA","Discovery, Inc.","Communication Services","Entertainment",14106.39,14.95,,11.60%,10.80%,506.00,0.80%,-8.94%,,0.22%,6.40%,16.60%,6.62%,12.85%,-2.06%,-15.88%,21.19%,-6.88%,1.32,4.14%,10.04%,8.56%,-21.30%,-64.14%,27.77%,64.66,2.60,28.02,0.39%,4125042,37.95
"DISCK","Discovery, Inc.","Communication Services","Entertainment",,24.34,,,,,4.66%,,90.62%,,2.58%,,7.05%,13.34%,0.18%,-13.10%,30.10%,3.82%,,3.96%,10.49%,9.34%,-15.21%,-59.24%,36.63%,66.04,3.00,27.19,0.52%,2702465,33.67
"DISH","DISH Network Corporation","Communication Services","Entertainment",19006.26,8.68,,11.90%,0.30%,528.23,1.30%,-0.01%,87.00%,-0.31%,10.79%,19.30%,-4.16%,-16.38%,-16.07%,-18.40%,14.74%,11.90%,2.07,3.29%,-11.38%,-14.95%,-10.67%,-23.08%,26.85%,29.24,2.40,36.19,-0.96%,1933779,50.83
"DIT","AMCON Distributing Company","Consumer Defensive","Food Distribution",93.48,7.54,0.45%,100.77%,5.30%,0.55,71.40%,0.00%,9.60%,1.83%,1.63%,,25.92%,14.18%,-0.63%,19.75%,154.62%,35.49%,0.71,4.05%,16.13%,9.95%,15.64%,-40.31%,105.28%,64.44,,161.17,2.67%,1378,
"DIV","Global X SuperDividend U.S. ETF","Financial","Exchange Traded Fund",,,5.77%,,,,,,,,,,1.32%,3.02%,3.64%,3.02%,28.91%,23.32%,,0.78%,2.05%,4.01%,5.63%,0.58%,30.94%,68.79,,20.78,0.82%,159446,
"DIVB","iShares U.S. Dividend and Buyback ETF","Financial","Exchange Traded Fund",,,1.76%,,,,,,,,,,0.07%,3.27%,3.22%,8.18%,35.25%,26.79%,,0.59%,1.20%,3.41%,8.09%,-0.28%,35.26%,67.60,,42.03,0.02%,21583,
"DIVO","Amplify CWP Enhanced Dividend Income ETF","Financial","Exchange Traded Fund",,,4.89%,,,,,,,,,,-0.67%,2.14%,1.00%,3.82%,16.10%,13.76%,,0.60%,0.32%,2.54%,4.67%,-1.04%,17.59%,59.16,,37.21,-0.11%,143565,
"DIVS","SmartETFs Dividend Builder ETF","Financial","Exchange Traded Fund",,,1.69%,,,,,,,,,,0.14%,2.67%,0.59%,5.97%,,12.34%,,0.28%,1.33%,3.02%,4.31%,-0.30%,13.18%,64.26,,26.70,-0.11%,5487,
"DIVZ","TrueShares Low Volatility Equity Income ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.42%,0.94%,-0.01%,-0.07%,,15.98%,,0.35%,0.20%,1.61%,3.53%,-1.46%,18.25%,55.52,,29.10,0.08%,5260,
"DJAN","FT Cboe Vest US Eq Deep Buffer ETF - January","Financial","Exchange Traded Fund",,,,,,,,,,,,,0.00%,0.41%,1.10%,3.55%,,6.49%,,0.13%,0.17%,0.73%,2.66%,-0.19%,8.25%,67.20,,32.15,0.02%,1396,
"DJCO","Daily Journal Corporation","Communication Services","Publishing",511.87,3.48,,37.90%,2.60%,1.38,14.41%,0.00%,41.20%,1.42%,0.79%,6.00%,2.29%,10.12%,17.41%,22.55%,29.33%,-8.85%,0.73,0.97%,5.84%,10.02%,11.96%,-11.62%,42.95%,69.75,,368.25,3.73%,2616,
"DJD","Invesco Dow Jones Industrial Average Dividend ETF","Financial","Exchange Traded Fund",,,3.00%,,,,,,,,,,-0.07%,1.66%,-0.27%,-0.28%,20.28%,16.84%,,0.70%,0.76%,1.97%,2.65%,-2.51%,22.47%,58.54,,44.66,0.25%,46952,
"DJP","iPath Bloomberg Commodity Index Total Return(SM) ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,0.33%,-1.80%,11.51%,11.99%,46.75%,37.17%,,1.15%,-0.63%,1.95%,12.37%,-3.09%,47.95%,51.86,,30.04,0.37%,80385,
"DJUN","FT Cboe Vest US Eq Deep Buffer ETF - June","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.10%,1.18%,1.27%,3.61%,8.94%,5.71%,,0.13%,0.31%,1.05%,2.89%,-0.26%,7.33%,65.65,,34.30,-0.03%,71,
"DK","Delek US Holdings, Inc.","Energy","Oil & Gas Refining & Marketing",1331.34,,,20.07%,8.80%,74.07,0.90%,-40.53%,93.80%,-0.92%,3.88%,-4.60%,3.65%,-13.78%,19.79%,-15.90%,34.16%,14.87%,2.02,4.31%,-6.06%,-0.56%,-9.69%,-32.58%,47.27%,46.08,3.10,18.46,-0.22%,1243552,22.07
"DKL","Delek Logistics Partners, LP","Energy","Oil & Gas Midstream",1999.06,12.17,8.20%,10.80%,-0.90%,43.45,0.70%,-4.08%,10.80%,0.92%,2.57%,28.60%,-3.53%,-8.26%,15.72%,7.91%,71.59%,43.28%,2.84,3.62%,-6.06%,-2.83%,9.49%,-11.07%,73.02%,38.11,3.00,45.85,-1.93%,39667,47.00
"DKNG","DraftKings Inc.","Consumer Cyclical","Gambling",31606.08,,,,,401.45,6.50%,-16.16%,63.20%,1.99%,8.96%,,-12.10%,-18.14%,-22.99%,-11.09%,-8.12%,-15.46%,,4.60%,-14.50%,-22.44%,-27.43%,-47.08%,-1.43%,27.26,2.00,39.36,-2.84%,15672333,66.50
"DKS","DICK'S Sporting Goods, Inc.","Consumer Cyclical","Specialty Retail",11834.75,11.21,1.30%,15.10%,5.70%,84.51,1.60%,-14.00%,,-1.01%,16.02%,14.30%,3.15%,12.28%,32.35%,61.26%,175.41%,149.39%,1.73,3.31%,6.36%,6.19%,38.04%,-4.89%,175.51%,61.24,2.20,134.44,2.49%,1344435,152.33
"DLA","Delta Apparel, Inc.","Consumer Cyclical","Apparel Manufacturing",190.94,10.42,,-28.70%,-3.20%,6.97,16.04%,0.00%,59.60%,1.50%,0.76%,7.00%,-2.65%,5.47%,-12.09%,-21.39%,51.62%,35.53%,1.70,3.55%,2.53%,-0.32%,-6.16%,-22.86%,53.63%,52.34,2.00,27.20,0.04%,6407,37.00
"DLB","Dolby Laboratories, Inc.","Communication Services","Entertainment",8825.00,31.45,0.99%,5.20%,3.70%,101.35,0.50%,-42.02%,97.20%,1.39%,0.99%,26.40%,-1.51%,-1.44%,-10.79%,-6.78%,1.47%,-8.91%,0.96,1.73%,-1.69%,-2.63%,-8.08%,-15.52%,6.60%,43.07,1.60,88.48,-1.61%,440696,118.33
"DLCA","Deep Lake Capital Acquisition Corp.","Financial","Shell Companies",252.49,,,,,25.88,1.11%,0.00%,76.30%,1.04%,0.09%,,0.10%,-0.10%,0.93%,0.10%,,0.00%,,0.21%,0.11%,0.33%,0.39%,-3.46%,2.41%,54.04,,9.76,0.00%,4585,
"DLCAU","Deep Lake Capital Acquisition Corp.","Financial","Shell Companies",,,,,,,,,31.36%,,0.00%,,-0.12%,0.70%,0.90%,0.40%,,-5.15%,,0.21%,0.31%,0.80%,-0.46%,-9.56%,3.27%,55.94,,10.12,-0.12%,18476,
"DLHC","DLH Holdings Corp.","Industrials","Specialty Business Services",199.54,24.92,,-9.00%,26.20%,12.54,13.20%,0.00%,65.20%,-0.11%,0.28%,6.90%,-0.69%,11.42%,36.98%,51.43%,76.67%,70.60%,1.01,5.30%,5.77%,17.31%,37.43%,-5.30%,78.95%,62.14,2.00,15.90,-1.36%,52040,16.50
