"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"ENS","EnerSys","Industrials","Electrical Equipment & Parts",3530.72,23.59,0.85%,2.10%,5.20%,42.58,1.60%,-3.64%,98.00%,-1.17%,2.44%,6.90%,-2.79%,5.02%,-7.23%,-7.77%,3.72%,-0.57%,1.42,2.25%,-1.51%,1.65%,-10.87%,-23.60%,9.84%,46.72,1.70,79.81,-3.37%,362307,103.40
"ENSC","Ensysce Biosciences, Inc.","Healthcare","Biotechnology",52.60,4.77,,,,6.22,33.90%,0.00%,14.50%,,,,-4.04%,-9.70%,-37.97%,-83.64%,-79.52%,-82.79%,-0.11,6.38%,-33.11%,-45.77%,-83.85%,-93.68%,-26.81%,24.94,,1.51,-29.21%,946467,
"ENSG","The Ensign Group, Inc.","Healthcare","Medical Care Facilities",4485.95,24.06,0.26%,23.50%,12.40%,54.63,1.20%,-1.04%,93.30%,2.52%,4.02%,9.80%,-0.15%,11.75%,-0.53%,-0.78%,20.18%,11.63%,0.94,3.77%,6.04%,6.77%,-2.38%,-17.34%,21.04%,60.02,1.60,81.56,0.20%,209165,92.20
"ENSV","Enservco Corporation","Energy","Oil & Gas Equipment & Services",14.63,1.39,,-2.90%,-16.60%,11.43,2.34%,0.00%,24.00%,,6.84%,0.30%,-6.57%,-9.22%,13.27%,-2.29%,-34.31%,-31.55%,1.25,5.97%,-6.41%,-9.05%,-21.77%,-63.38%,13.33%,40.85,2.00,1.19,-7.03%,289748,4.25
"ENTA","Enanta Pharmaceuticals, Inc.","Healthcare","Biotechnology",1811.98,,,-19.60%,-5.30%,20.20,3.50%,-4.28%,94.10%,-0.43%,6.03%,-98.60%,-4.63%,25.76%,87.21%,86.47%,99.20%,113.49%,0.58,4.59%,9.26%,31.01%,69.65%,-9.84%,128.08%,68.12,2.60,91.96,2.31%,132348,90.20
"ENTG","Entegris, Inc.","Technology","Semiconductor Equipment & Materials",20337.43,54.24,0.21%,30.60%,11.50%,135.58,0.40%,-40.48%,99.50%,0.98%,2.73%,22.10%,1.37%,15.38%,32.89%,41.17%,75.77%,56.06%,1.14,2.83%,8.10%,15.80%,30.44%,0.44%,79.77%,72.44,2.10,153.12,2.10%,1013063,145.91
"ENTR","ERShares Entrepreneur ETF","Financial","Exchange Traded Fund",,,6.86%,,,,,,,,,,-1.39%,3.93%,5.72%,18.28%,12.68%,3.13%,,0.83%,1.65%,4.33%,5.88%,-16.41%,26.79%,59.36,,27.26,1.04%,453,
"ENTX","Entera Bio Ltd.","Healthcare","Biotechnology",107.24,,,-8.50%,,28.68,31.53%,0.00%,20.50%,13.46%,1.57%,,-6.90%,-16.37%,-25.15%,18.87%,261.72%,250.00%,1.55,4.79%,-12.62%,-19.22%,-11.01%,-64.47%,257.43%,25.07,2.00,3.61,-4.50%,59253,11.00
"ENV","Envestnet, Inc.","Technology","Software - Application",4519.42,178.69,,-20.10%,18.90%,54.55,0.90%,-0.07%,,3.88%,4.54%,4.70%,-0.06%,-0.56%,6.71%,25.32%,8.10%,0.75%,1.22,1.72%,-0.51%,3.10%,9.27%,-5.75%,36.66%,52.54,2.50,83.36,0.54%,242504,88.91
"ENVA","Enova International, Inc.","Financial","Credit Services",1481.85,3.53,,54.40%,0.90%,36.74,1.90%,-8.13%,90.80%,0.99%,4.90%,65.70%,6.91%,17.14%,33.85%,18.76%,103.91%,70.49%,1.59,4.24%,11.39%,16.38%,20.27%,-5.86%,102.17%,63.73,2.00,40.92,-3.10%,294624,44.50
"ENVB","Enveric Biosciences, Inc.","Healthcare","Biotechnology",39.42,0.63,,41.30%,,21.33,0.80%,0.00%,6.10%,12.84%,12.38%,,-9.09%,-4.76%,-7.69%,-19.64%,-66.67%,-57.75%,1.59,7.17%,-3.68%,-16.72%,-29.18%,-88.16%,15.58%,43.32,2.00,1.78,-1.11%,543792,6.50
"ENVI","Environmental Impact Acquisition Corp.","Financial","Shell Companies",257.05,,,,,25.86,,,64.60%,-16.62%,0.68%,,0.10%,0.10%,1.02%,3.01%,,1.43%,,0.24%,-0.06%,0.21%,1.34%,-0.50%,4.08%,50.94,,9.94,0.00%,4820,
"ENVIU","Environmental Impact Acquisition Corp.","Financial","Shell Companies",,,,,,,,,16.41%,,0.01%,,-0.19%,0.67%,0.58%,3.97%,,-1.78%,,0.25%,0.49%,0.78%,1.63%,-11.32%,7.47%,55.94,,10.50,0.29%,1957,
"ENVX","Enovix Corporation","Industrials","Electrical Equipment & Parts",4545.83,,,,,121.41,2.50%,0.00%,43.90%,,2.92%,,5.30%,56.18%,137.16%,167.30%,,159.84%,,8.94%,26.78%,58.26%,100.66%,1.55%,203.35%,73.21,1.30,35.34,8.37%,1321244,46.00
"ENX","Eaton Vance New York Municipal Bond Fund","Financial","Asset Management",223.58,14.48,3.65%,,,18.12,,,37.45%,,,,-1.99%,-0.72%,-3.06%,-0.24%,3.01%,0.49%,,1.75%,-1.29%,-1.05%,-1.75%,-6.13%,3.55%,44.46,3.00,12.25,-0.73%,16663,
"ENZ","Enzo Biochem, Inc.","Healthcare","Diagnostics & Research",161.94,20.86,,-30.00%,2.80%,48.47,7.83%,0.00%,50.00%,-0.10%,1.54%,-5.30%,-0.29%,-10.58%,10.82%,11.92%,69.85%,34.13%,0.85,4.85%,-0.24%,-4.79%,1.91%,-31.13%,77.66%,44.14,,3.34,-1.18%,45047,
"ENZL","iShares MSCI New Zealand ETF","Financial","Exchange Traded Fund",,,2.16%,,,,,,,,,,-2.62%,-1.71%,2.84%,-1.15%,-4.63%,-8.92%,,0.73%,-3.37%,-2.91%,-2.75%,-14.64%,2.51%,37.01,,61.22,-1.26%,9971,
"EOCW","Elliott Opportunity II Corp.","Financial","Shell Companies",,,,,,,4.02%,,0.42%,,,,0.61%,0.51%,,,,0.98%,,0.47%,0.71%,0.83%,0.85%,-2.77%,2.93%,61.28,,9.83,0.10%,51911,
"EOD","Wells Fargo Global Dividend Opportunity Fund","Financial","Closed-End Fund - Equity",252.11,,8.92%,,,43.24,0.08%,0.00%,24.81%,,,,-1.19%,2.46%,-1.19%,5.62%,27.57%,20.21%,,1.38%,0.44%,1.86%,3.79%,-3.32%,27.35%,55.64,,5.82,-0.17%,144370,
"EOG","EOG Resources, Inc.","Energy","Oil & Gas E&P",54576.05,18.02,1.77%,33.90%,4.80%,583.65,0.30%,-1.30%,88.80%,-0.11%,1.54%,26.20%,-3.91%,3.99%,41.28%,13.76%,121.20%,89.26%,2.01,2.76%,-1.66%,7.82%,20.66%,-6.42%,113.24%,51.52,2.10,91.90,-1.39%,4677906,109.42
"EOI","Eaton Vance Enhanced Equity Income Fund","Financial","Closed-End Fund - Equity",790.41,3.47,5.37%,,,39.32,,,17.17%,,,,0.90%,6.29%,4.04%,11.30%,31.80%,24.30%,,1.03%,2.68%,5.76%,10.62%,-0.45%,31.91%,75.40,,20.09,-0.05%,90395,
"EOLS","Evolus, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",396.82,,,-29.70%,,55.01,25.90%,-12.86%,31.20%,-0.85%,5.98%,,-5.08%,-7.43%,-29.70%,-20.67%,101.70%,111.31%,2.32,5.59%,-9.13%,-9.93%,-31.67%,-59.67%,129.08%,37.42,2.10,7.01,-1.27%,241759,15.14
"EOPS","Emles Trust - Emles Alpha Opportunities ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,3.88%,8.17%,15.68%,,,8.73%,,0.30%,6.77%,9.41%,10.67%,-0.28%,23.84%,69.49,,29.31,0.33%,338,
"EOS","Eaton Vance Enhanced Equity Income Fund II","Financial","Closed-End Fund - Equity",1219.74,5.16,6.73%,,,49.79,,,17.23%,,,,-0.65%,2.68%,0.62%,11.72%,25.13%,12.96%,,0.95%,1.39%,2.80%,7.16%,-3.85%,26.08%,62.67,,24.71,0.86%,73970,
"EOSE","Eos Energy Enterprises, Inc.","Industrials","Electrical Equipment & Parts",590.16,,,,,51.79,1.90%,-47.28%,62.50%,22.13%,9.80%,,-7.57%,-12.50%,-6.55%,-17.43%,1.57%,-47.26%,,7.40%,-1.13%,-10.29%,-31.50%,-65.70%,7.93%,45.06,2.00,10.96,-0.27%,433276,19.50
"EOT","Eaton Vance National Municipal Opportunities Trust","Financial","Closed-End Fund - Debt",346.37,,3.32%,,,15.33,,,9.72%,,,,-0.13%,0.31%,-2.88%,1.16%,9.29%,10.25%,,1.93%,0.17%,-0.29%,0.45%,-5.89%,12.17%,49.61,,22.67,0.35%,22809,
"EPAC","Enerpac Tool Group Corp.","Industrials","Specialty Industrial Machinery",1406.30,30.09,0.17%,19.40%,-14.40%,60.20,1.20%,0.55%,,-0.79%,1.43%,9.70%,0.31%,15.38%,-7.49%,-16.51%,13.49%,1.55%,1.43,2.48%,5.86%,3.88%,-7.74%,-20.70%,16.62%,60.75,3.20,22.87,-0.39%,133393,22.50
"EPAM","EPAM Systems, Inc.","Technology","Information Technology Services",37295.39,91.66,,28.10%,23.80%,56.65,2.50%,-11.35%,94.60%,0.21%,1.01%,14.50%,-7.92%,6.74%,6.50%,47.98%,98.18%,84.37%,1.41,2.86%,0.15%,6.44%,30.20%,-7.50%,115.19%,53.93,2.00,671.01,1.56%,340916,780.53
"EPAY","Bottomline Technologies, Inc.","Technology","Software - Infrastructure",2195.49,,,6.00%,6.50%,43.27,2.00%,-8.50%,92.90%,0.57%,5.02%,-3.60%,-0.73%,17.14%,20.60%,28.75%,9.09%,-9.40%,1.36,3.78%,4.28%,13.75%,14.83%,-11.66%,35.01%,64.53,2.20,48.67,1.86%,286929,51.67
"EPC","Edgewell Personal Care Company","Consumer Defensive","Household & Personal Products",2342.81,20.27,1.40%,17.70%,-4.20%,54.40,0.10%,0.00%,99.70%,2.08%,6.13%,3.60%,14.32%,22.34%,-3.53%,-1.13%,21.40%,24.18%,0.98,3.22%,17.03%,18.10%,10.43%,-6.18%,45.87%,76.39,2.80,43.57,1.47%,438536,48.33
"EPD","Enterprise Products Partners L.P.","Energy","Oil & Gas Midstream",49113.21,12.92,7.85%,6.40%,0.10%,2184.00,0.30%,1.03%,28.30%,-2.34%,2.10%,14.80%,0.75%,-5.48%,3.15%,-4.14%,23.82%,17.00%,1.32,1.69%,-0.87%,1.05%,0.37%,-10.08%,23.79%,50.66,1.70,23.10,0.79%,4801732,28.40
"EPHE","iShares MSCI Philippines ETF","Financial","Exchange Traded Fund",,,0.94%,,,,,,,,,,-0.96%,1.54%,14.59%,13.95%,4.15%,0.64%,,0.93%,0.78%,4.24%,8.30%,-2.69%,18.70%,57.53,,32.75,-0.49%,34979,
"EPHY","Epiphany Technology Acquisition Corp.","Financial","Shell Companies",501.41,,,,,51.06,,,67.00%,-1.23%,0.23%,,0.41%,0.41%,1.76%,0.92%,,-1.80%,,0.26%,0.10%,0.33%,0.39%,-18.42%,2.19%,54.50,,9.79,-0.31%,9991,
"EPHYU","Epiphany Technology Acquisition Corp.","Financial","Shell Companies",,,,,,,1.10%,,11.58%,,,,1.46%,1.39%,2.00%,2.10%,,-3.23%,,0.48%,1.50%,1.75%,0.87%,-10.29%,4.40%,70.94,,10.20,0.00%,9423,
"EPI","WisdomTree India Earnings Fund","Financial","Exchange Traded Fund",,,0.72%,,,,,,,,,,-0.90%,-1.23%,9.08%,17.50%,49.88%,32.39%,,0.59%,-0.11%,0.78%,11.72%,-2.66%,47.97%,50.37,,38.28,-1.01%,648342,
"EPIX","ESSA Pharma Inc.","Healthcare","Biotechnology",487.51,,,39.20%,,41.02,2.62%,34.02%,82.20%,6.61%,4.56%,,23.01%,60.17%,67.40%,-56.34%,100.77%,8.89%,1.57,8.20%,33.46%,46.76%,-37.21%,-62.92%,113.60%,77.79,,13.35,2.77%,343745,37.80
"EPM","Evolution Petroleum Corporation","Energy","Oil & Gas E&P",189.43,,5.28%,-21.80%,4.40%,33.53,2.00%,-2.91%,69.10%,0.05%,1.40%,-15.70%,-8.24%,-4.86%,46.02%,52.28%,140.68%,99.30%,1.38,3.84%,-4.35%,0.55%,30.25%,-15.58%,139.08%,45.18,2.00,5.69,0.18%,108957,7.80
"EPOL","iShares MSCI Poland ETF","Financial","Exchange Traded Fund",,,0.77%,,,,,,,,,,-5.91%,-7.29%,0.41%,3.90%,31.34%,16.35%,,0.86%,-5.50%,-4.42%,3.47%,-8.08%,28.33%,28.86,,21.97,-0.72%,320536,
"EPP","iShares MSCI Pacific ex Japan ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-1.22%,0.04%,-0.20%,-3.33%,12.83%,6.16%,,0.56%,-1.13%,0.32%,-1.28%,-6.21%,11.28%,47.25,,50.62,-0.39%,270740,
"EPR","EPR Properties","Real Estate","REIT - Retail",3906.65,394.89,5.80%,-22.00%,-0.30%,74.80,0.10%,0.00%,79.60%,-2.11%,2.78%,31.00%,-0.52%,-1.75%,6.90%,8.34%,70.39%,59.17%,1.78,2.53%,-2.10%,-0.93%,2.64%,-9.49%,70.36%,45.09,2.70,50.75,-1.89%,356576,55.62
"EPRF","Innovator S&P Investment Grade Preferred ETF","Financial","Exchange Traded Fund",,,5.16%,,,,,,,,,,-1.93%,-1.45%,-1.89%,-1.24%,-2.29%,-3.61%,,0.60%,-1.53%,-1.36%,-1.73%,-4.60%,1.92%,30.19,,23.83,-0.08%,31358,
"EPRT","Essential Properties Realty Trust, Inc.","Real Estate","REIT - Diversified",3597.77,46.69,3.44%,,,119.23,0.80%,0.00%,99.50%,-1.99%,2.19%,61.30%,-2.42%,-0.03%,-5.90%,18.39%,48.39%,36.98%,1.41,2.18%,-2.90%,-2.26%,6.27%,-12.39%,49.66%,42.01,1.90,28.84,-0.69%,641703,33.73
"EPS","WisdomTree U.S. Earnings 500 Fund","Financial","Exchange Traded Fund",,,1.58%,,,,,,,,,,0.08%,3.73%,3.11%,9.16%,29.19%,23.18%,,0.53%,1.55%,3.75%,8.23%,-0.07%,30.30%,70.40,,49.61,0.28%,20843,
"EPSN","Epsilon Energy Ltd.","Energy","Oil & Gas E&P",126.83,24.91,,15.20%,0.50%,23.78,10.30%,0.00%,70.80%,0.43%,0.05%,10.10%,-8.17%,-6.05%,9.89%,32.00%,67.62%,42.32%,0.24,3.56%,-4.08%,-2.94%,15.79%,-21.18%,76.32%,42.26,,5.36,1.52%,16738,6.60
"EPU","iShares MSCI Peru ETF","Financial","Exchange Traded Fund",,,1.49%,,,,,,,,,,1.48%,0.13%,18.19%,-12.56%,-1.20%,-12.86%,,1.48%,-0.75%,5.12%,-3.87%,-23.60%,24.96%,54.71,,29.84,-1.26%,41413,
"EPV","ProShares UltraShort FTSE Europe","Financial","Exchange Traded Fund",,,,,,,,,,,,,1.56%,-3.66%,-2.38%,-10.06%,-40.65%,-31.80%,,0.98%,0.13%,-3.66%,-11.31%,-39.78%,3.24%,46.63,,11.14,0.72%,937,
"EPWR","Empowerment & Inclusion Capital I Corp.","Financial","Shell Companies",337.80,,,,,34.54,,,70.20%,4.05%,0.05%,,0.20%,0.00%,-0.10%,0.72%,,-1.61%,,0.23%,0.17%,0.10%,0.05%,-5.60%,2.84%,51.83,,9.77,-0.10%,23,
"EPZM","Epizyme, Inc.","Healthcare","Biotechnology",465.91,,,7.10%,43.80%,102.51,0.90%,0.00%,97.70%,1.44%,10.41%,,-13.05%,-12.53%,-19.22%,-51.02%,-63.27%,-60.13%,1.01,6.15%,-6.76%,-14.24%,-41.84%,-70.14%,4.66%,35.91,2.10,4.27,-1.39%,982123,9.83
"EQ","Equillium, Inc.","Healthcare","Biotechnology",168.41,,,,,29.38,3.80%,-5.98%,29.10%,0.45%,3.57%,,-13.96%,-5.08%,7.88%,-10.81%,23.84%,4.86%,,6.64%,-10.01%,-11.18%,-15.68%,-51.81%,33.82%,36.85,1.50,5.46,-2.67%,61544,13.67
"EQAL","Invesco Russell 1000 Equal Weight ETF","Financial","Exchange Traded Fund",,,1.48%,,,,,,,,,,0.02%,3.29%,5.67%,7.02%,33.32%,23.24%,,0.77%,1.23%,3.69%,6.97%,-0.46%,33.06%,63.14,,48.02,-0.06%,30554,
"EQBK","Equity Bancshares, Inc.","Financial","Banks - Regional",592.63,9.49,0.91%,-39.20%,24.00%,14.38,2.90%,-5.64%,56.60%,-0.14%,1.18%,93.40%,3.41%,1.94%,8.99%,10.19%,75.40%,62.81%,0.70,2.52%,5.33%,6.72%,16.79%,-0.03%,79.20%,65.29,2.20,35.67,1.48%,45931,36.75
"EQC","Equity Commonwealth","Real Estate","REIT - Office",3156.82,,,44.50%,-37.90%,122.19,0.10%,0.00%,96.91%,-1.12%,1.92%,-40.80%,-0.31%,-3.59%,-1.18%,-4.92%,-4.15%,-4.44%,0.18,1.20%,-0.84%,-0.78%,-4.55%,-11.23%,2.38%,44.82,3.00,26.00,-0.27%,659744,28.75
"EQH","Equitable Holdings, Inc.","Financial","Insurance - Diversified",14081.37,,2.06%,-35.80%,4.30%,411.30,0.20%,-13.74%,,-0.55%,1.44%,32.30%,0.09%,9.18%,11.90%,3.95%,42.10%,36.65%,1.65,1.94%,0.65%,8.09%,9.68%,-4.54%,42.56%,59.57,2.10,34.45,-1.49%,2416389,43.90
"EQIX","Equinix, Inc. (REIT)","Real Estate","REIT - Specialty",71773.69,168.00,1.44%,5.40%,17.10%,89.86,0.30%,-15.02%,98.10%,1.10%,1.51%,14.30%,1.39%,2.11%,-3.62%,11.53%,4.87%,11.71%,0.35,2.29%,-1.68%,-1.90%,3.91%,-10.18%,35.51%,47.89,1.70,795.10,-0.34%,421979,890.04
"EQL","ALPS Equal Sector Weight ETF","Financial","Exchange Traded Fund",,,1.76%,,,,,,,,,,0.01%,4.09%,5.09%,9.42%,29.63%,25.15%,,0.42%,1.26%,4.06%,8.89%,-0.35%,30.18%,69.27,,107.97,0.04%,3345,
"EQNR","Equinor ASA","Energy","Oil & Gas Integrated",85948.84,30.82,2.29%,-0.60%,-4.60%,3245.00,67.30%,0.00%,5.50%,0.67%,0.59%,27.90%,-3.29%,-3.85%,24.70%,19.58%,80.07%,59.56%,1.08,2.16%,1.34%,5.45%,24.50%,-4.58%,80.60%,56.06,1.30,27.00,3.05%,4038983,32.10
"EQOS","Eqonex Limited","Financial","Capital Markets",202.14,,,,,38.80,10.36%,0.00%,11.70%,-0.68%,6.98%,,-7.79%,44.32%,8.77%,-7.30%,-27.13%,-67.72%,,15.63%,-0.93%,16.27%,-31.46%,-77.73%,65.37%,51.32,2.00,5.11,-1.92%,553964,14.14
"EQR","Equity Residential","Real Estate","REIT - Residential",32837.20,31.72,2.74%,0.80%,-1.30%,374.31,0.20%,-39.95%,91.90%,-1.28%,1.51%,57.20%,3.85%,4.04%,6.61%,18.14%,46.30%,48.45%,0.81,1.63%,1.33%,3.64%,11.17%,-1.58%,54.58%,57.47,2.80,86.69,-1.49%,1111512,89.23
"EQS","Equus Total Return, Inc.","Financial","Asset Management",32.04,,,,,13.52,77.15%,-15.03%,1.52%,,0.04%,,1.28%,11.79%,-12.87%,23.44%,113.51%,9.72%,,4.05%,-0.63%,-1.14%,7.02%,-21.30%,126.73%,47.22,,2.29,-3.38%,98960,
"EQT","EQT Corporation","Energy","Oil & Gas E&P",8200.12,,,-54.00%,5.50%,356.79,0.30%,3.96%,75.60%,2.07%,,,5.60%,10.35%,28.36%,-3.79%,43.53%,71.99%,1.12,4.79%,5.04%,7.30%,12.36%,-5.34%,79.30%,59.12,2.10,22.00,0.64%,5508293,31.61
"EQWL","Invesco S&P 100 Equal Weight ETF","Financial","Exchange Traded Fund",,,1.67%,,,,,,,,,,-0.53%,3.49%,3.42%,9.09%,32.20%,25.30%,,0.48%,1.27%,3.65%,8.23%,-0.67%,31.91%,66.51,,85.96,0.12%,1795,
"EQX","Equinox Gold Corp.","Basic Materials","Gold",3195.42,,,,,300.51,12.76%,0.00%,41.80%,,4.38%,,8.94%,7.84%,38.25%,-7.88%,-18.22%,-17.50%,0.33,3.49%,4.95%,10.99%,4.85%,-26.69%,39.66%,61.44,,8.24,-3.40%,1311652,13.25
"ERC","Wells Fargo Advantage Multi-Sector Income Fund","Financial","Asset Management",383.68,,8.27%,,,28.07,0.06%,0.00%,25.60%,,,,0.89%,3.95%,4.03%,7.51%,19.91%,12.60%,,1.15%,1.67%,0.89%,5.27%,-3.27%,20.02%,56.97,,13.61,-0.44%,69065,
"ERESU","East Resources Acquisition Company","Financial","Shell Companies",,,,,,,0.01%,,35.98%,,0.00%,,0.10%,0.74%,0.49%,1.19%,1.69%,-3.31%,,0.47%,-0.07%,0.62%,-1.51%,-11.91%,13.19%,51.39,,10.21,-0.10%,9642,
"ERF","Enerplus Corporation","Energy","Oil & Gas E&P",2615.77,,1.08%,10.90%,-3.60%,256.35,1.30%,0.00%,28.30%,2.23%,2.54%,12.60%,-2.39%,9.81%,90.11%,60.47%,389.90%,225.56%,2.94,4.45%,3.24%,19.54%,56.23%,-6.69%,363.13%,60.81,2.00,10.05,-1.37%,1954861,13.74
"ERH","Wells Fargo Advantage Utilities and High Income Fund","Financial","Asset Management",132.54,79.33,6.02%,,,9.28,0.08%,0.00%,5.65%,,,,-0.35%,2.00%,-0.83%,5.93%,12.18%,11.13%,,1.63%,0.44%,1.62%,4.00%,-5.52%,16.14%,53.60,,14.39,0.77%,8546,
"ERIC","Telefonaktiebolaget LM Ericsson (publ)","Technology","Communication Equipment",36463.60,15.59,1.84%,5.00%,-1.20%,3330.00,0.90%,0.00%,9.90%,-0.21%,0.21%,13.40%,-1.90%,-10.92%,-4.24%,-18.91%,-8.67%,-9.21%,0.29,1.18%,-2.28%,-4.63%,-12.99%,-29.02%,2.07%,40.78,2.00,10.87,0.18%,4631995,15.44
"ERIE","Erie Indemnity Company","Financial","Insurance Brokers",10547.06,43.52,1.82%,11.00%,11.00%,52.29,0.80%,0.11%,37.40%,0.71%,3.64%,12.30%,-0.18%,17.09%,31.75%,13.01%,-3.09%,-7.29%,0.43,2.32%,5.60%,14.94%,9.53%,-15.87%,32.90%,69.53,2.00,224.43,-1.44%,77719,
"ERII","Energy Recovery, Inc.","Industrials","Pollution & Treatment Controls",1242.90,103.27,,32.50%,21.60%,57.03,1.70%,-63.88%,60.80%,1.67%,4.84%,12.00%,-1.47%,10.83%,17.93%,24.09%,118.16%,62.02%,1.22,3.29%,6.23%,9.17%,14.54%,-6.16%,126.84%,62.94,2.00,22.23,0.59%,253887,26.50
"ERJ","Embraer S.A.","Industrials","Aerospace & Defense",3265.99,,,-12.62%,-0.70%,183.69,12.40%,0.00%,39.80%,-0.93%,2.92%,5.00%,1.39%,-10.83%,21.84%,35.84%,207.51%,146.55%,1.07,4.37%,-5.69%,-7.76%,14.87%,-19.43%,180.86%,42.92,2.50,15.63,-6.91%,3042279,22.25
"ERM","EquityCompass Risk Manager ETF","Financial","Exchange Traded Fund",,,1.07%,,,,,,,,,,-0.44%,2.89%,2.12%,5.61%,41.40%,25.11%,,0.36%,1.08%,2.94%,6.70%,-0.83%,33.26%,61.67,,26.17,-0.06%,3896,
"ERTH","Invesco MSCI Sustainable Future ETF","Financial","Exchange Traded Fund",,,0.52%,,,,,,,,,,-2.13%,6.27%,10.45%,15.11%,25.04%,8.68%,,1.52%,1.18%,6.82%,8.16%,-2.41%,25.91%,59.07,,71.79,0.79%,31611,
"ERUS","iShares, Inc. - iShares MSCI Russia ETF","Financial","Exchange Traded Fund",,,4.22%,,,,,,,,,,-4.15%,-5.58%,7.33%,14.40%,40.30%,30.79%,,1.12%,-4.90%,-1.90%,10.72%,-8.39%,38.00%,37.16,,48.37,-0.82%,183586,
"ERX","Direxion Daily Energy Bull 2X Shares","Financial","Exchange Traded Fund",,,1.62%,,,,,,,,,,-2.57%,2.03%,45.19%,16.06%,178.20%,124.11%,,3.54%,0.08%,12.71%,25.92%,-4.61%,166.17%,56.53,,32.26,0.31%,1827422,
"ERY","Direxion Daily Energy Bear 2X Shares","Financial","Exchange Traded Fund",,,,,,,,,,,,,2.29%,-3.51%,-37.05%,-28.20%,-77.78%,-69.01%,,3.49%,-0.72%,-15.54%,-33.33%,-76.42%,4.34%,40.26,,10.70,-0.19%,707059,
"ERYP","ERYTECH Pharma S.A.","Healthcare","Biotechnology",72.30,,,,,22.84,,,7.90%,1.15%,0.27%,,0.81%,-58.75%,-58.19%,-60.94%,-65.03%,-72.91%,2.20,7.09%,-27.63%,-51.25%,-61.38%,-81.46%,4.78%,20.10,1.70,2.41,-3.60%,94076,3.20
"ES","Eversource Energy","Utilities","Utilities - Regulated Electric",28903.52,24.25,2.89%,5.10%,2.30%,344.02,0.10%,-4.81%,80.60%,0.27%,1.24%,20.50%,1.07%,-3.37%,-8.08%,-0.91%,-10.49%,-3.48%,0.40,1.55%,-1.51%,-1.87%,-1.86%,-11.82%,8.78%,44.47,2.60,83.37,-0.16%,835879,90.67
"ESACU","ESGEN Acquisition Corporation","Financial","Shell Companies",,,,,,,,,,,,,-0.59%,,,,,0.40%,,,0.91%,0.91%,0.91%,-1.69%,1.59%,,,10.20,1.09%,41,
"ESBA","Empire State Realty OP, L.P.","Real Estate","REIT - Diversified",243.19,26.73,1.33%,,,23.15,,,3.10%,,,,6.76%,0.40%,1.60%,-5.02%,70.54%,14.93%,,2.05%,-2.08%,-0.60%,-6.90%,-22.15%,32.81%,47.15,,10.16,-3.28%,15809,
"ESBK","Elmira Savings Bank","Financial","Banks - Regional",81.08,14.88,2.63%,1.20%,2.80%,3.52,3.10%,0.00%,9.60%,-0.29%,0.17%,79.30%,0.18%,0.44%,68.44%,66.86%,113.96%,98.61%,1.07,0.25%,0.16%,18.91%,50.38%,-0.48%,111.10%,82.60,,22.82,-0.09%,314,
"ESCA","Escalade, Incorporated","Consumer Cyclical","Leisure",262.35,11.08,2.87%,17.50%,11.40%,13.71,4.10%,-18.65%,30.40%,2.92%,2.50%,10.30%,1.40%,-1.81%,-14.31%,-16.01%,-1.86%,-7.79%,1.37,3.69%,1.83%,0.50%,-10.51%,-24.07%,8.50%,52.61,,19.53,0.05%,21864,28.00
"ESE","ESCO Technologies Inc.","Technology","Scientific & Technical Instruments",2356.36,113.65,0.35%,-9.30%,6.40%,26.05,1.30%,0.00%,93.30%,-2.10%,1.39%,10.30%,1.94%,8.66%,3.94%,-7.00%,-4.70%,-11.03%,1.06,1.77%,5.87%,11.85%,-2.87%,-19.95%,23.33%,78.74,2.00,92.73,0.98%,81011,114.00
"ESEA","Euroseas Ltd.","Industrials","Marine Shipping",252.58,19.39,,15.20%,7.20%,6.78,34.80%,0.00%,10.20%,49.78%,4.37%,27.00%,1.44%,21.95%,51.93%,101.71%,917.23%,508.84%,0.56,8.38%,-18.42%,-16.77%,32.90%,-31.66%,786.39%,39.79,2.00,26.77,-19.03%,548255,45.00
"ESG","FlexShares STOXX US ESG Select Index Fund","Financial","Exchange Traded Fund",,,1.14%,,,,,,,,,,-0.56%,4.83%,5.39%,13.87%,32.52%,25.11%,,0.55%,1.86%,4.72%,10.56%,-0.39%,33.78%,70.08,,115.05,0.57%,9902,
"ESGC","Eros STX Global Corporation","Communication Services","Entertainment",298.75,,,-11.32%,,357.23,11.31%,0.00%,32.03%,,6.77%,,-6.94%,13.00%,62.14%,-33.63%,-62.33%,-54.05%,,9.51%,-37.52%,-37.69%,-58.82%,-79.90%,5.40%,28.29,2.00,0.53,-36.80%,17863002,3.50
