"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"FAZ","Direxion Daily Financial Bear 3X Shares","Financial","Exchange Traded Fund",,,,,,,,,,,,,11.13%,15.50%,-5.49%,-13.31%,-69.91%,-63.42%,,3.65%,16.78%,9.90%,-17.02%,-14.56%,24.99%,-67.60%,24.99%,67.33,,21.98,3.88%,3042787,
"FB","Meta Platforms, Inc.","Communication Services","Internet Content & Information",885292.33,23.19,,50.80%,36.80%,2814.00,0.60%,-33.93%,80.10%,-1.16%,1.00%,41.80%,-4.85%,0.28%,-14.48%,-1.42%,17.15%,18.78%,1.29,2.49%,-7.79%,-7.24%,-5.41%,-13.73%,0.81%,-19.18%,26.98%,35.27,1.90,310.60,-4.27%,29953142,401.93
"FBC","Flagstar Bancorp, Inc.","Financial","Banks - Regional",2460.10,4.15,0.52%,33.60%,18.20%,52.86,1.50%,0.00%,95.10%,-1.57%,2.88%,91.50%,-4.04%,-1.38%,-5.90%,-0.13%,32.82%,14.18%,1.56,2.21%,-5.75%,-10.60%,-3.53%,-19.82%,-0.78%,-19.82%,28.01%,30.91,2.40,45.52,-2.19%,419552,60.31
"FBCG","Fidelity Blue Chip Growth ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-2.43%,-0.28%,2.22%,14.91%,28.78%,22.60%,,1.52%,-5.17%,-1.50%,5.71%,-7.43%,6.99%,-7.43%,26.63%,37.76,,34.00,-2.83%,163611,
"FBCV","Fidelity Blue Chip Value ETF","Financial","Exchange Traded Fund",,,0.89%,,,,,,,,,,-4.00%,-3.94%,-4.00%,-3.27%,20.25%,16.63%,,0.88%,-5.19%,-3.71%,-1.39%,-6.70%,0.32%,-6.70%,19.33%,28.78,,27.83,-0.82%,27354,
"FBHS","Fortune Brands Home & Security, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances",13676.10,18.55,1.03%,16.00%,5.90%,137.80,0.10%,-15.56%,90.50%,-1.90%,1.05%,14.50%,-5.94%,-0.86%,3.25%,-1.53%,20.40%,17.28%,1.64,1.90%,-5.77%,-0.20%,0.40%,-9.83%,10.53%,-13.61%,23.95%,36.48,2.40,98.49,-2.03%,2451311,118.43
"FBIO","Fortress Biotech, Inc.","Healthcare","Biotechnology",283.97,,,12.20%,121.10%,81.35,29.37%,0.00%,31.00%,0.76%,1.22%,,-3.72%,-12.58%,-13.37%,-27.48%,3.64%,-10.09%,2.29,4.89%,-18.62%,-17.28%,-26.07%,-30.18%,-2.21%,-56.39%,12.71%,28.05,2.00,2.66,-6.67%,553456,10.17
"FBIZ","First Business Financial Services, Inc.","Financial","Banks - Regional",243.19,4.46,2.52%,0.80%,5.40%,8.34,3.30%,0.34%,63.70%,-2.24%,0.30%,88.70%,-3.93%,-2.02%,0.95%,4.07%,51.46%,55.40%,0.94,2.87%,-4.82%,-1.91%,5.88%,-9.80%,7.71%,-9.80%,63.84%,38.43,2.00,28.77,0.56%,6257,34.00
"FBK","FB Financial Corporation","Financial","Banks - Regional",2066.49,11.00,1.03%,-4.20%,25.10%,47.41,24.50%,-17.48%,66.00%,1.31%,3.06%,97.40%,-7.52%,-5.36%,4.15%,2.17%,34.40%,23.52%,1.14,2.37%,-8.05%,-5.69%,0.71%,-11.34%,5.26%,-14.17%,32.97%,30.15,2.30,42.59,-0.72%,139584,49.25
"FBMS","The First Bancshares, Inc.","Financial","Banks - Regional",821.50,12.96,1.54%,10.20%,34.90%,21.02,4.48%,0.00%,70.30%,11.33%,1.81%,87.70%,-6.50%,-3.45%,-4.10%,-0.10%,42.03%,25.84%,1.16,3.09%,-7.24%,-4.54%,-0.18%,-10.54%,2.99%,-10.54%,37.97%,32.82,2.00,38.37,-1.26%,40981,45.50
"FBNC","First Bancorp","Financial","Banks - Regional",1590.95,11.72,1.80%,16.80%,13.40%,28.39,1.70%,0.83%,63.90%,3.26%,3.21%,93.80%,-8.45%,-8.22%,6.42%,3.37%,41.62%,31.36%,1.24,2.44%,-8.67%,-5.46%,2.31%,-12.86%,12.87%,-12.86%,42.76%,32.55,2.30,44.37,-0.16%,225833,53.00
"FBND","Fidelity Total Bond ETF","Financial","Exchange Traded Fund",,,2.06%,,,,,,,,,,0.34%,-0.06%,-1.21%,0.17%,-1.95%,-2.25%,,0.30%,0.16%,0.05%,-0.03%,-1.30%,0.99%,-2.20%,1.92%,53.39,,53.13,0.19%,452199,
"FBP","First BanCorp.","Financial","Banks - Regional",2719.67,11.16,2.11%,35.50%,2.70%,206.72,1.30%,-4.11%,94.50%,-2.85%,2.03%,96.80%,-8.34%,-2.64%,4.40%,5.23%,67.38%,44.14%,1.29,2.46%,-6.63%,-3.91%,6.00%,-11.29%,11.83%,-11.29%,64.25%,35.04,2.00,13.23,-0.45%,1636391,24.38
"FBRT","Franklin BSP Realty Trust, Inc.","Real Estate","REIT - Mortgage",675.88,6.46,,-2.70%,27.50%,44.06,0.11%,0.00%,0.10%,,1.98%,57.00%,-6.46%,-6.52%,,,,-10.29%,,2.48%,-7.82%,-8.29%,-8.29%,-14.26%,-0.39%,-14.26%,-0.39%,22.71,,15.21,-0.85%,302203,
"FBRX","Forte Biosciences, Inc.","Healthcare","Biotechnology",39.26,,,19.50%,,14.24,8.70%,-44.39%,27.20%,-54.32%,5.38%,,0.00%,-1.85%,-90.96%,-92.70%,-92.43%,-92.69%,0.68,7.13%,-21.65%,-19.21%,-89.82%,-34.07%,-5.14%,-94.49%,-5.14%,27.79,3.20,2.40,-9.77%,501410,3.25
"FBT","First Trust ETF - First Trust NYSE Arca Biotechnology Index Fund","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.99%,-5.54%,-9.87%,-3.10%,-2.77%,-6.71%,,1.60%,-4.09%,-5.71%,-7.12%,-11.85%,-0.15%,-17.14%,0.16%,29.22,,154.54,-1.38%,32261,
"FBZ","First Trust Brazil AlphaDEX Fund","Financial","Exchange Traded Fund",,,2.43%,,,,,,,,,,-1.94%,-6.17%,-14.15%,-19.90%,-4.72%,-17.16%,,1.43%,-5.51%,-10.24%,-17.34%,-19.94%,0.09%,-28.63%,0.09%,34.36,,10.92,-1.63%,6460,
"FC","Franklin Covey Co.","Industrials","Consulting Services",631.99,45.76,,15.70%,2.30%,14.16,8.10%,0.00%,56.30%,3.73%,2.22%,3.60%,-5.99%,4.09%,1.17%,40.42%,100.18%,97.49%,1.74,3.41%,-6.44%,0.04%,22.77%,-14.51%,9.70%,-14.51%,104.94%,39.54,2.00,43.53,-1.02%,77541,54.00
"FCA","First Trust China AlphaDEX Fund","Financial","Exchange Traded Fund",,,3.10%,,,,,,,,,,-0.83%,-6.44%,-9.13%,-10.91%,2.33%,-4.62%,,0.69%,-2.34%,-7.65%,-9.02%,-18.35%,2.58%,-18.35%,2.58%,37.60,,27.45,0.00%,0,
"FCAL","First Trust California Municipal High Income ETF","Financial","Exchange Traded Fund",,,2.06%,,,,,,,,,,0.10%,0.75%,-0.73%,-0.13%,2.01%,1.16%,,0.26%,0.30%,0.42%,0.14%,-0.69%,1.73%,-5.54%,3.14%,61.12,,54.78,0.10%,7281,
"FCAP","First Capital, Inc.","Financial","Banks - Regional",137.50,11.92,2.55%,10.10%,9.60%,3.35,1.00%,32.83%,12.60%,3.16%,1.34%,95.70%,-1.88%,1.39%,-2.91%,-9.29%,-38.65%,-32.63%,-0.02,1.58%,-2.88%,-3.15%,-11.84%,-9.29%,1.38%,-43.77%,1.38%,40.01,,39.73,-2.62%,2893,
"FCAX","Fortress Capital Acquisition Corp.","Financial","Shell Companies",490.50,,,,,50.00,0.02%,0.00%,77.70%,13.85%,0.16%,,-0.10%,0.31%,0.82%,0.62%,,0.10%,,0.42%,-0.22%,0.07%,-0.18%,-0.91%,1.03%,-3.07%,3.05%,47.56,,9.79,-0.20%,9741,
"FCBC","First Community Bankshares, Inc.","Financial","Banks - Regional",551.65,11.02,3.30%,9.10%,3.50%,17.22,2.30%,-0.18%,39.80%,-2.55%,1.20%,,-8.58%,0.86%,4.67%,3.94%,55.20%,51.53%,0.50,2.89%,-4.94%,-0.78%,7.13%,-10.92%,13.14%,-10.92%,55.22%,42.26,2.00,32.72,0.06%,33228,37.00
"FCCO","First Community Corporation","Financial","Banks - Regional",159.47,10.41,2.32%,8.20%,8.90%,7.50,2.00%,0.00%,55.50%,0.97%,0.16%,93.90%,-3.45%,2.93%,1.67%,2.42%,18.75%,21.90%,0.68,2.75%,1.57%,5.99%,8.08%,-5.58%,15.62%,-5.58%,32.69%,57.62,2.40,21.47,3.67%,4217,23.10
"FCCY","1st Constitution Bancorp","Financial","Banks - Regional",255.66,11.63,1.64%,10.40%,11.90%,10.29,10.80%,0.00%,40.00%,10.06%,0.06%,85.30%,-4.44%,2.39%,8.65%,15.84%,49.01%,53.43%,0.63,2.15%,-5.61%,-2.15%,12.41%,-8.18%,10.33%,-8.18%,62.53%,39.27,2.30,23.81,-2.21%,15823,26.75
"FCEF","First Trust CEF Income Opportunity ETF","Financial","Exchange Traded Fund",,,4.52%,,,,,,,,,,-2.09%,-3.16%,-2.88%,-0.70%,15.71%,10.53%,,0.64%,-3.80%,-2.95%,-0.96%,-5.43%,0.20%,-6.05%,13.48%,28.01,,24.57,-0.93%,17051,
"FCEL","FuelCell Energy, Inc.","Industrials","Electrical Equipment & Parts",3068.73,,,51.80%,-15.40%,337.29,0.10%,-1.67%,40.30%,3.33%,14.02%,-98.40%,-7.76%,8.64%,39.10%,-16.78%,-14.90%,-22.29%,4.75,10.02%,-19.12%,-3.39%,-15.55%,-31.46%,36.01%,-72.93%,49.39%,39.21,3.30,7.97,-8.18%,23091760,7.29
"FCF","First Commonwealth Financial Corporation","Financial","Banks - Regional",1415.07,11.19,3.06%,6.00%,8.10%,95.62,0.10%,-17.52%,71.10%,-0.92%,1.74%,90.90%,-6.00%,-1.76%,11.17%,-0.92%,55.43%,37.39%,1.09,2.10%,-4.64%,1.64%,5.11%,-7.92%,20.55%,-7.92%,53.43%,42.22,2.60,14.99,-0.27%,509490,17.00
"FCFS","FirstCash, Inc.","Financial","Credit Services",2585.52,20.37,1.88%,3.60%,18.30%,40.45,0.10%,0.00%,98.60%,-2.22%,1.30%,12.70%,-5.66%,-27.84%,-25.50%,-21.76%,-0.62%,-8.85%,0.77,4.02%,-16.82%,-24.43%,-19.26%,-35.24%,0.79%,-35.24%,14.57%,11.67,2.70,62.84,-1.57%,342270,95.40
"FCG","First Trust ETF - First Trust Natural Gas ETF","Financial","Exchange Traded Fund",,,1.93%,,,,,,,,,,-2.85%,-6.98%,22.28%,7.63%,108.68%,93.54%,,3.23%,-10.67%,-8.95%,9.08%,-16.16%,14.45%,-16.16%,103.35%,35.45,,16.39,-3.98%,1780183,
"FCN","FTI Consulting, Inc.","Industrials","Consulting Services",4984.59,20.44,,29.10%,6.70%,33.49,0.60%,-3.53%,,0.36%,5.31%,12.20%,-5.03%,1.51%,4.57%,8.01%,39.11%,30.76%,0.39,2.10%,-3.43%,-0.36%,2.94%,-7.93%,8.40%,-7.93%,38.53%,40.44,1.50,142.55,-2.42%,257638,179.33
"FCNCA","First Citizens BancShares, Inc.","Financial","Banks - Regional",7870.96,14.51,0.23%,22.10%,8.90%,9.82,1.60%,0.00%,62.40%,5.07%,9.59%,97.40%,-7.59%,-1.22%,-10.44%,-6.40%,52.10%,40.00%,1.15,2.81%,-6.75%,-7.05%,-6.09%,-12.38%,-2.12%,-14.22%,47.28%,36.94,1.70,785.23,-2.33%,43602,1025.00
"FCNCP","First Citizens BancShares, Inc.","Financial","Banks - Regional",,,5.08%,,,,0.33%,,28.45%,,0.20%,,-2.51%,-4.11%,-3.83%,-1.82%,0.73%,-2.48%,,0.85%,-1.72%,-2.50%,-1.71%,-4.44%,1.29%,-8.87%,5.28%,38.08,,26.70,1.25%,22712,1025.00
"FCO","Aberdeen Global Income Fund, Inc.","Financial","Closed-End Fund - Debt",71.46,,10.27%,,,8.74,0.01%,208.12%,18.88%,,,,-1.45%,-2.04%,-7.26%,-3.31%,8.13%,3.54%,,1.53%,-1.76%,-0.31%,-4.88%,-8.29%,9.20%,-15.95%,9.48%,40.94,,8.19,0.12%,30813,
"FCOM","Fidelity MSCI Communication Services Index ETF","Financial","Exchange Traded Fund",,,0.60%,,,,,,,,,,-4.34%,-6.28%,-11.56%,-4.74%,15.19%,10.51%,,1.06%,-8.30%,-8.86%,-7.66%,-11.40%,-2.43%,-14.53%,11.54%,20.11,,49.00,-2.55%,89238,
"FCOR","Fidelity Corporate Bond ETF","Financial","Exchange Traded Fund",,,2.35%,,,,,,,,,,0.53%,-0.39%,-1.61%,0.51%,-3.14%,-3.52%,,0.45%,-0.18%,-0.36%,-0.29%,-2.77%,1.08%,-3.77%,3.82%,48.77,,55.18,-0.08%,37266,
"FCPT","Four Corners Property Trust, Inc.","Real Estate","REIT - Hotel & Motel",2085.67,24.93,4.70%,52.00%,38.60%,76.25,1.10%,-0.15%,95.80%,4.68%,,59.60%,-4.32%,-6.83%,-5.56%,-5.49%,-3.53%,-9.24%,0.91,1.86%,-6.28%,-5.65%,-5.20%,-11.46%,0.00%,-12.39%,4.22%,27.37,2.00,26.65,-1.37%,340328,32.50
"FCRD","First Eagle Alternative Capital BDC, Inc.","Financial","Asset Management",141.51,,8.51%,-9.45%,,30.11,7.07%,-0.38%,41.36%,,,,-0.63%,-1.05%,1.29%,-0.21%,27.03%,28.77%,,1.96%,-0.99%,1.83%,5.74%,-3.68%,9.53%,-3.68%,44.92%,48.76,3.00,4.71,0.21%,15711,5.25
"FCT","First Trust Senior Floating Rate Income Fund II","Financial","Closed-End Fund - Debt",312.58,97.89,7.89%,,,25.96,16.77%,0.00%,71.78%,,,,0.00%,-1.23%,-4.82%,-4.22%,4.24%,3.61%,,0.60%,-1.85%,-1.85%,-3.25%,-3.95%,0.34%,-7.32%,4.75%,32.19,3.00,11.90,-1.16%,85216,
"FCTR","First Trust Lunt U.S. Factor Rotation ETF","Financial","Exchange Traded Fund",,,0.51%,,,,,,,,,,-2.29%,-1.46%,-3.13%,1.69%,22.39%,18.67%,,1.23%,-5.32%,-3.52%,-1.64%,-7.60%,2.32%,-7.60%,21.18%,32.60,,34.16,-2.37%,113415,
"FCUV","Focus Universal Inc.","Technology","Scientific & Technical Instruments",457.71,,,-30.40%,148.10%,43.26,59.41%,0.00%,0.40%,,0.13%,,9.21%,54.32%,127.84%,121.33%,2224.00%,232.00%,,10.70%,36.62%,39.68%,73.78%,-5.62%,67.12%,-51.49%,308.33%,70.31,,12.25,5.42%,243827,
"FCVT","First Trust SSI Strategic Convertible Securities ETF","Financial","Exchange Traded Fund",,,1.69%,,,,,,,,,,-2.92%,-3.53%,-3.22%,-0.63%,10.58%,2.61%,,1.06%,-6.72%,-5.63%,-4.48%,-9.40%,-1.55%,-12.57%,8.52%,25.87,,48.95,-2.57%,143958,
"FCX","Freeport-McMoRan Inc.","Basic Materials","Copper",55176.53,14.10,0.81%,15.30%,-0.60%,1469.00,0.57%,-1.00%,77.50%,-1.09%,1.18%,36.70%,-1.75%,-1.70%,1.90%,-14.44%,58.53%,42.51%,2.06,4.01%,-6.25%,-1.20%,-1.55%,-12.91%,20.69%,-21.41%,57.08%,42.11,2.00,36.23,-2.29%,18896339,42.33
"FDD","First Trust STOXX European Select Dividend Index Fund","Financial","Exchange Traded Fund",,,3.84%,,,,,,,,,,-1.92%,-3.29%,-7.06%,-10.14%,11.18%,7.47%,,0.63%,-3.22%,-2.94%,-5.00%,-5.10%,0.58%,-11.45%,9.99%,30.58,,13.76,-0.43%,87248,
"FDEC","FT Cboe Vest US Eq Buffer ETF - December","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.24%,0.15%,1.12%,3.87%,,11.36%,,0.19%,-0.30%,0.34%,3.13%,-0.58%,2.01%,-0.58%,13.91%,46.77,,34.07,-0.16%,6484,
"FDEM","Fidelity Emerging Markets Multifactor ETF","Financial","Exchange Traded Fund",,,1.89%,,,,,,,,,,-2.30%,-2.19%,-5.92%,-12.51%,0.24%,-6.92%,,0.95%,-2.30%,-2.52%,-6.71%,-5.26%,1.40%,-14.33%,1.40%,36.39,,25.46,0.24%,887,
"FDEU","First Trust Dynamic Europe Equity Income Fund","Financial","Asset Management",211.61,,5.86%,,,17.23,0.70%,52.26%,62.80%,,,,-3.91%,-7.25%,-10.04%,-11.34%,8.96%,4.07%,,1.32%,-6.28%,-6.30%,-7.56%,-9.24%,-0.57%,-13.00%,8.27%,18.37,,12.18,-0.81%,62383,
"FDEV","Fidelity International Multifactor ETF","Financial","Exchange Traded Fund",,,1.88%,,,,,,,,,,-3.05%,-3.17%,-4.82%,-2.11%,8.30%,4.02%,,0.41%,-3.79%,-2.89%,-2.01%,-5.41%,1.12%,-7.07%,7.35%,27.82,,28.57,-0.45%,1408,
"FDG","American Century Focused Dynamic Growth ETF","Financial","Exchange Traded Fund",,,0.01%,,,,,,,,,,-2.75%,-4.81%,-3.68%,11.54%,18.06%,12.35%,,1.44%,-7.42%,-5.63%,0.06%,-10.20%,0.87%,-10.20%,17.48%,30.30,,80.78,-3.36%,7420,
"FDHY","Fidelity High Yield Factor ETF","Financial","Exchange Traded Fund",,,4.05%,,,,,,,,,,-1.12%,-1.78%,-2.72%,-1.64%,0.23%,-1.72%,,0.40%,-1.58%,-1.95%,-1.83%,-3.39%,0.65%,-3.58%,0.85%,31.28,,54.65,0.06%,43544,
"FDIS","Fidelity MSCI Consumer Discretionary Index ETF","Financial","Exchange Traded Fund",,,0.51%,,,,,,,,,,-3.64%,0.82%,6.72%,12.64%,30.05%,23.66%,,1.46%,-4.13%,0.62%,6.94%,-7.20%,9.15%,-7.20%,28.33%,40.06,,86.70,-1.95%,289872,
"FDIV","First Trust Strategic Income ETF","Financial","Exchange Traded Fund",,,4.05%,,,,,,,,,,-2.43%,-2.58%,-2.56%,-3.59%,2.98%,2.63%,,0.59%,-2.88%,-2.47%,-2.11%,-4.25%,-0.04%,-5.47%,4.42%,27.21,,48.92,-0.39%,42620,
"FDL","First Trust ETF - First Trust Morningstar Dividend Leaders Index Fund","Financial","Exchange Traded Fund",,,,,,,,,,,,,-2.82%,-2.10%,-2.88%,-4.03%,13.60%,11.76%,,0.76%,-3.40%,-2.29%,-1.65%,-4.64%,0.46%,-7.15%,13.48%,32.99,,32.91,-0.48%,144582,
"FDLO","Fidelity Low Volatility Factor ETF","Financial","Exchange Traded Fund",,,1.23%,,,,,,,,,,-2.62%,-1.97%,-0.83%,7.61%,19.07%,16.00%,,0.66%,-3.25%,-1.12%,3.82%,-4.49%,4.00%,-4.49%,19.26%,35.31,,49.16,-0.78%,38210,
"FDM","First Trust Dow Jones Select MicroCap Index Fund","Financial","Exchange Traded Fund",,,,,,,,,,,,,-6.25%,-1.96%,0.29%,-1.49%,36.57%,27.64%,,1.33%,-7.03%,-3.83%,-0.75%,-9.51%,4.08%,-9.51%,34.18%,29.82,,60.38,-1.20%,8025,
"FDMO","Fidelity Momentum Factor ETF","Financial","Exchange Traded Fund",,,0.59%,,,,,,,,,,-2.87%,-0.57%,1.55%,10.92%,21.91%,18.37%,,0.89%,-4.24%,-0.77%,5.44%,-5.95%,5.95%,-5.95%,23.73%,37.22,,51.47,-1.65%,7638,
"FDMT","4D Molecular Therapeutics, Inc.","Healthcare","Biotechnology",735.31,,,,,27.02,2.80%,-9.94%,63.30%,14.47%,6.48%,,-1.20%,-4.29%,-24.71%,-14.88%,,-44.51%,,5.68%,-4.45%,-16.02%,-26.84%,-37.30%,8.19%,-58.88%,8.19%,40.72,2.00,22.66,-1.48%,145052,50.33
"FDN","First Trust Dow Jones Internet Index Fund","Financial","Exchange Traded Fund",,,,,,,,,,,,,-3.35%,-5.99%,-7.85%,1.39%,10.77%,8.29%,,1.62%,-9.02%,-8.67%,-5.99%,-11.97%,-3.32%,-12.44%,9.34%,26.12,,221.41,-3.66%,322179,
"FDNI","First Trust Dow Jones International Internet ETF","Financial","Exchange Traded Fund",,,0.18%,,,,,,,,,,-5.99%,-9.25%,-10.31%,-14.80%,-10.20%,-14.63%,,2.13%,-9.10%,-8.43%,-13.30%,-14.62%,0.29%,-32.97%,0.29%,31.97,,38.38,-0.95%,20490,
"FDP","Fresh Del Monte Produce Inc.","Consumer Defensive","Farm Products",1199.87,12.80,2.42%,-2.50%,0.70%,47.54,21.20%,-1.62%,69.10%,-1.10%,3.03%,2.80%,-9.87%,-26.07%,-24.70%,-28.85%,-2.48%,2.87%,0.72,3.06%,-14.82%,-22.32%,-22.40%,-29.00%,-1.87%,-33.99%,5.32%,17.58,2.00,24.14,-2.50%,174972,37.50
"FDRR","Fidelity Dividend ETF for Rising Rates","Financial","Exchange Traded Fund",,,2.15%,,,,,,,,,,-2.41%,-1.41%,-1.15%,0.99%,21.43%,16.38%,,0.68%,-3.10%,-1.18%,1.19%,-4.23%,3.22%,-4.23%,19.57%,34.20,,42.59,-0.58%,58637,
"FDS","FactSet Research Systems Inc.","Financial","Financial Data & Stock Exchanges",17655.72,45.23,0.70%,4.80%,7.10%,37.69,1.39%,-7.98%,90.20%,0.40%,1.87%,29.80%,2.81%,5.56%,23.24%,43.08%,40.39%,40.92%,0.76,1.94%,1.53%,8.51%,28.79%,-2.28%,26.06%,-2.28%,57.31%,61.02,3.40,462.82,-1.23%,256212,374.92
"FDT","First Trust Developed Markets Ex-US AlphaDEX Fund","Financial","Exchange Traded Fund",,,3.01%,,,,,,,,,,-3.51%,-4.48%,-6.75%,-9.88%,9.26%,4.70%,,0.71%,-4.60%,-4.81%,-5.66%,-7.39%,0.24%,-10.74%,6.72%,27.30,,58.75,-0.73%,16273,
"FDUS","Fidus Investment Corporation","Financial","Asset Management",445.25,6.38,6.81%,-2.99%,,24.44,1.42%,0.00%,24.69%,,,,-2.20%,3.17%,3.74%,4.32%,31.01%,41.12%,,1.89%,-0.45%,1.10%,6.39%,-4.66%,4.11%,-4.66%,48.04%,48.84,1.90,17.99,-1.26%,100784,19.00
"FDVV","Fidelity High Dividend ETF","Financial","Exchange Traded Fund",,,2.77%,,,,,,,,,,-2.62%,-1.69%,-1.03%,0.08%,24.59%,19.31%,,0.69%,-3.53%,-1.61%,1.39%,-4.60%,3.20%,-4.60%,22.38%,35.04,,38.06,-0.63%,164120,
"FDX","FedEx Corporation","Industrials","Integrated Freight & Logistics",61709.21,12.89,1.30%,23.10%,10.80%,266.00,0.10%,-10.74%,72.50%,-3.87%,1.13%,6.10%,-7.11%,-2.19%,-13.29%,-24.86%,-19.61%,-11.27%,1.29,2.02%,-7.07%,-3.11%,-15.93%,-10.78%,5.29%,-28.80%,5.29%,34.35,1.90,227.78,-1.12%,2279989,302.97
"FE","FirstEnergy Corp.","Utilities","Utilities - Diversified",20545.41,20.07,4.14%,6.30%,-6.40%,544.00,0.20%,0.00%,82.90%,-1.28%,2.99%,16.70%,-2.76%,-2.26%,-3.11%,-1.26%,41.79%,23.03%,0.33,1.81%,-2.86%,0.35%,1.75%,-5.25%,6.51%,-5.53%,43.62%,44.41,2.40,37.73,0.19%,4077189,42.50
"FEDU","Four Seasons Education (Cayman) Inc.","Consumer Defensive","Education & Training Services",65.70,,6.21%,1.30%,24.50%,46.26,2.73%,0.00%,4.60%,85.72%,0.06%,-13.00%,2.11%,3.57%,122.46%,56.66%,52.65%,34.26%,0.29,11.32%,-7.67%,10.99%,22.95%,-11.56%,145.28%,-50.76%,145.28%,47.50,3.00,1.30,-10.34%,104655,
"FEI","First Trust MLP and Energy Income Fund","Financial","Closed-End Fund - Equity",333.26,,8.17%,,,45.40,14.42%,0.00%,29.98%,,,,-2.13%,-3.67%,1.10%,-7.21%,22.54%,26.33%,,2.46%,-6.80%,-6.50%,-4.27%,-13.22%,2.31%,-15.39%,24.82%,34.39,,7.09,-3.41%,246648,
"FEIM","Frequency Electronics, Inc.","Technology","Communication Equipment",89.32,,,-21.50%,-0.40%,9.19,1.80%,18.13%,60.00%,-0.53%,0.22%,-4.20%,1.44%,-1.20%,-9.03%,1.23%,-3.89%,-10.19%,0.45,2.37%,-2.33%,-3.21%,-6.59%,-14.74%,1.36%,-26.03%,9.52%,45.01,,9.66,-2.13%,1837,
"FELE","Franklin Electric Co., Inc.","Industrials","Specialty Industrial Machinery",4099.61,29.61,0.80%,7.30%,6.20%,46.50,0.70%,-20.58%,82.30%,0.88%,1.35%,11.40%,-7.74%,1.93%,3.61%,4.72%,30.27%,27.22%,0.97,2.08%,-6.14%,-0.08%,5.70%,-9.90%,11.22%,-9.90%,30.33%,39.10,2.20,87.35,-0.80%,107994,91.33
"FEM","First Trust Emerging Markets AlphaDEX Fund","Financial","Exchange Traded Fund",,,2.76%,,,,,,,,,,-1.06%,-4.22%,-11.35%,-13.46%,6.43%,-1.15%,,0.86%,-2.49%,-5.10%,-7.97%,-10.45%,1.91%,-14.46%,6.52%,35.97,,25.01,0.08%,38531,
"FEMB","First Trust Emerging Markets Local Currency Bond ETF","Financial","Exchange Traded Fund",,,5.79%,,,,,,,,,,-1.28%,-3.34%,-9.88%,-13.68%,-15.38%,-18.73%,,0.77%,-2.58%,-4.16%,-9.81%,-8.31%,1.08%,-20.02%,1.08%,25.63,,30.89,-0.13%,52426,
"FEMS","First Trust Emerging Markets Small Cap AlphaDEX Fund","Financial","Exchange Traded Fund",,,3.56%,,,,,,,,,,-2.23%,-3.88%,-12.23%,-16.15%,4.58%,-3.69%,,1.07%,-3.26%,-5.02%,-10.15%,-9.97%,2.03%,-20.68%,3.62%,33.30,,39.66,0.22%,4887,
"FEMY","Femasys Inc.","Healthcare","Medical Instruments & Supplies",64.78,,,,,2.08,15.20%,0.00%,4.50%,-12.30%,,,10.25%,-22.37%,-32.41%,,,-55.17%,,13.37%,-24.95%,-30.39%,-35.46%,-42.22%,24.14%,-65.96%,24.14%,36.97,2.00,4.68,-13.01%,103123,21.50
"FEN","First Trust Energy Income and Growth Fund","Financial","Asset Management",265.43,,8.79%,,,19.45,23.70%,0.00%,30.55%,,,,-3.81%,-6.95%,-0.15%,-6.44%,27.21%,27.57%,,1.58%,-4.32%,-3.91%,-1.60%,-9.61%,3.78%,-10.95%,34.71%,30.86,,13.74,0.66%,115072,
"FENC","Fennec Pharmaceuticals Inc.","Healthcare","Biotechnology",114.49,,,-65.90%,,26.01,16.95%,0.00%,45.40%,-3.54%,2.08%,,-56.14%,-52.59%,-44.57%,-41.15%,-43.86%,-41.07%,-0.03,4.61%,-57.26%,-57.46%,-48.49%,-61.40%,-7.38%,-61.40%,-7.38%,12.95,1.80,3.89,-11.39%,568503,14.00
"FENG","Phoenix New Media Limited","Communication Services","Internet Content & Information",77.09,1.72,,41.50%,-5.60%,72.79,24.66%,0.00%,25.50%,-2.70%,2.33%,-28.60%,-5.41%,-25.53%,-17.32%,-41.01%,-5.48%,-12.50%,2.03,6.64%,-22.90%,-22.29%,-32.99%,-36.65%,4.59%,-63.96%,4.59%,29.16,2.00,1.02,-2.86%,89003,
"FENY","Fidelity MSCI Energy Index ETF","Financial","Exchange Traded Fund",,,3.62%,,,,,,,,,,-2.30%,-5.82%,12.54%,-0.93%,52.82%,46.80%,,2.13%,-6.40%,-4.74%,3.78%,-10.41%,14.08%,-10.41%,50.87%,37.70,,14.71,-1.28%,860982,
