"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Gross Margin","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"FGB","First Trust Specialty Finance and Financial Opportunities Fund","Financial","Closed-End Fund - Equity",60.06,,7.89%,,,14.37,21.87%,0.00%,29.64%,,,,,-1.42%,-0.48%,3.21%,0.24%,31.03%,33.97%,,1.20%,-0.63%,1.55%,2.64%,-2.34%,8.85%,-4.78%,36.60%,49.43,,4.18,0.36%,11793,
"FGBI","First Guaranty Bancshares, Inc.","Financial","Banks - Regional",229.87,9.12,2.78%,4.60%,12.40%,9.74,21.50%,1.45%,9.00%,-0.77%,0.32%,,67.30%,1.72%,10.15%,20.16%,17.70%,38.53%,29.49%,0.44,2.96%,4.73%,11.20%,20.91%,-2.46%,25.33%,-2.46%,50.10%,65.96,2.30,23.01,0.26%,16232,25.00
"FGD","First Trust Dow Jones Global Select Dividend Index Fund","Financial","Exchange Traded Fund",,,4.27%,,,,,,,,,,,-1.01%,-1.88%,-0.20%,-5.38%,21.24%,16.43%,,0.54%,-1.02%,-0.26%,-0.70%,-2.60%,2.74%,-7.17%,22.16%,43.83,,25.52,-0.20%,54848,
"FGEN","FibroGen, Inc.","Healthcare","Biotechnology",1151.74,,,-8.20%,-0.50%,92.64,1.50%,-0.99%,73.00%,-3.85%,6.95%,95.60%,-74.40%,0.25%,18.82%,1.16%,-42.52%,-72.23%,-66.97%,0.89,4.91%,3.52%,8.96%,-44.41%,-7.89%,23.99%,-78.59%,23.99%,55.94,2.80,12.25,-0.73%,1170184,18.14
"FGF","FG Financial Group, Inc.","Financial","Insurance - Diversified",22.43,,,,,5.01,0.40%,-7.45%,8.10%,,7.07%,,,-14.87%,-24.08%,-19.31%,-54.07%,23.59%,-11.85%,0.62,12.56%,-15.19%,-21.85%,-38.84%,-48.62%,-1.06%,-62.76%,32.86%,40.85,,3.72,-2.11%,134680,
"FGM","First Trust Germany AlphaDEX Fund","Financial","Exchange Traded Fund",,,1.68%,,,,,,,,,,,0.03%,4.43%,-1.33%,1.09%,34.83%,10.42%,,0.58%,0.84%,0.20%,1.15%,-4.61%,6.15%,-6.90%,18.42%,54.45,,56.62,0.53%,944,
"FGRO","Fidelity Growth Opportunities ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,0.45%,1.14%,4.69%,15.53%,,7.97%,,1.17%,-0.29%,1.79%,6.99%,-2.60%,8.82%,-2.60%,24.07%,51.58,,22.09,-0.07%,33093,
"FHB","First Hawaiian, Inc.","Financial","Banks - Regional",3646.47,13.49,3.70%,-1.40%,3.80%,128.66,0.10%,-1.66%,,-0.51%,4.61%,,,-2.19%,-4.78%,2.93%,-0.67%,27.46%,19.08%,1.17,2.17%,-1.49%,-0.94%,0.10%,-6.83%,9.05%,-8.83%,33.27%,44.99,2.70,28.08,-1.06%,261432,30.17
"FHI","Federated Hermes, Inc.","Financial","Asset Management",3347.39,11.14,3.12%,14.90%,9.30%,93.32,2.40%,-1.96%,84.60%,-0.53%,3.41%,95.70%,27.90%,-2.72%,3.68%,3.43%,8.89%,25.52%,20.01%,1.08,2.29%,1.25%,5.51%,8.69%,-4.37%,19.59%,-4.37%,32.84%,54.48,3.00,34.67,-0.97%,343581,33.86
"FHLC","Fidelity MSCI Health Care Index ETF","Financial","Exchange Traded Fund",,,1.25%,,,,,,,,,,,-0.03%,1.81%,-1.45%,7.27%,20.87%,14.94%,,0.94%,-0.12%,1.40%,5.16%,-2.51%,6.42%,-3.21%,21.71%,53.15,,66.38,-0.18%,119913,
"FHN","First Horizon Corporation","Financial","Banks - Regional",9294.80,9.67,3.52%,41.20%,20.80%,545.82,0.70%,-0.59%,85.30%,0.04%,1.78%,,,-1.73%,-1.39%,7.58%,-10.46%,40.63%,33.46%,1.44,2.07%,-0.67%,2.95%,0.56%,-3.40%,16.08%,-12.44%,43.35%,50.24,1.90,17.03,-0.76%,2297545,19.50
"FHS","First High-School Education Group Co., Ltd.","Consumer Defensive","Education & Training Services",76.05,,,,,24.41,,,0.40%,,,,,-7.80%,-20.49%,-22.16%,-55.40%,,-70.45%,,7.49%,-7.57%,-18.04%,-49.83%,-43.48%,5.69%,-73.74%,5.69%,38.25,2.00,2.60,0.00%,164303,7.00
"FHTX","Foghorn Therapeutics Inc.","Healthcare","Biotechnology",479.33,,,,,36.97,1.40%,0.00%,63.70%,-0.53%,2.56%,,,-1.30%,8.41%,32.24%,35.52%,-22.21%,-32.61%,,6.72%,3.28%,3.08%,12.66%,-12.37%,16.65%,-51.67%,70.54%,54.14,1.70,13.66,2.17%,45760,25.67
"FIBK","First Interstate BancSystem, Inc.","Financial","Banks - Regional",2725.90,14.31,3.77%,5.90%,13.10%,61.67,0.20%,0.00%,81.00%,4.76%,11.07%,,97.40%,0.02%,4.62%,-4.33%,-6.03%,10.45%,6.72%,1.12,2.08%,1.61%,4.80%,-1.77%,-1.11%,16.87%,-15.09%,16.87%,57.09,2.80,43.51,-0.34%,343559,47.80
"FIBR","iShares Edge U.S. Fixed Income Balanced Risk ETF","Financial","Exchange Traded Fund",,,2.21%,,,,,,,,,,,-0.21%,-0.12%,-1.33%,-0.40%,-2.18%,-2.89%,,0.19%,-0.27%,-0.61%,-0.87%,-1.81%,0.34%,-2.98%,0.34%,41.48,,99.63,0.10%,2588,
"FICO","Fair Isaac Corporation","Technology","Software - Application",9704.43,26.30,,31.70%,8.40%,28.04,0.40%,-45.58%,86.70%,-2.51%,2.09%,74.70%,38.40%,-6.63%,-14.10%,-20.26%,-28.26%,-25.62%,-30.97%,1.23,3.22%,-10.06%,-13.29%,-25.01%,-24.26%,-2.66%,-36.32%,-2.66%,31.51,2.30,352.76,-2.71%,395878,549.88
"FICV","Frontier Investment Corp","Financial","Shell Companies",,,,,,,,,5.00%,,,,,0.21%,0.83%,,,,-0.41%,,0.45%,-0.36%,-0.23%,-0.23%,-1.82%,0.83%,-1.82%,0.83%,47.11,,9.71,0.00%,97318,
"FID","First Trust S&P International Dividend Aristocrats ETF","Financial","Exchange Traded Fund",,,3.36%,,,,,,,,,,,-0.83%,-1.05%,-0.78%,-4.70%,13.49%,9.78%,,0.45%,-0.50%,-0.15%,-0.83%,-2.67%,2.12%,-6.59%,13.77%,45.90,,17.85,0.07%,2796,
"FIDI","Fidelity International High Dividend ETF","Financial","Exchange Traded Fund",,,3.62%,,,,,,,,,,,-0.62%,-0.92%,1.93%,-1.75%,16.91%,14.52%,,0.58%,-1.03%,0.43%,1.35%,-2.30%,4.88%,-4.48%,19.71%,45.33,,20.99,-0.12%,16642,
"FIDU","Fidelity MSCI Industrials Index ETF","Financial","Exchange Traded Fund",,,1.09%,,,,,,,,,,,0.23%,3.14%,5.48%,4.97%,24.57%,21.23%,,0.87%,1.12%,4.46%,6.45%,-1.35%,10.36%,-1.35%,25.61%,62.47,,56.99,-0.31%,42547,
"FIF","First Trust Energy Infrastructure Fund","Financial","Closed-End Fund - Equity",230.89,,5.54%,,,17.07,16.47%,0.00%,45.93%,,,,,-0.59%,-4.45%,3.60%,2.89%,26.45%,29.10%,,1.41%,-1.44%,0.85%,4.83%,-4.85%,6.87%,-5.12%,31.55%,46.89,,13.53,-0.15%,46590,
"FIGS","FIGS, Inc.","Consumer Cyclical","Apparel Manufacturing",4898.00,,,,,161.35,2.50%,-72.71%,44.30%,9.51%,15.77%,72.20%,1.90%,-9.91%,-14.62%,-16.41%,,,2.33%,,6.73%,-15.94%,-18.49%,-20.64%,-32.04%,-0.90%,-39.05%,8.74%,35.29,1.90,30.72,-4.74%,2988971,44.20
"FILL","iShares MSCI Global Energy Producers ETF","Financial","Exchange Traded Fund",,,3.09%,,,,,,,,,,,-1.34%,-4.40%,23.71%,12.28%,49.31%,41.42%,,1.32%,-2.29%,1.74%,11.18%,-5.28%,17.34%,-5.28%,51.02%,45.91,,18.47,-0.22%,17250,
"FINM","Marlin Technology Corporation","Financial","Shell Companies",505.11,,,,,51.75,,,71.40%,0.97%,0.05%,,,0.21%,0.00%,1.14%,0.51%,,0.41%,,0.26%,0.01%,0.27%,0.50%,-0.31%,1.24%,-5.15%,2.20%,52.05,,9.77,0.00%,199020,
"FINMU","Marlin Technology Corporation","Financial","Shell Companies",,,,,,,,,50.84%,,0.00%,,,0.09%,0.07%,-0.39%,0.17%,,-3.68%,,0.16%,0.12%,0.41%,-0.78%,-0.23%,1.59%,-10.40%,3.27%,53.58,,10.02,0.00%,0,
"FINV","FinVolution Group","Financial","Credit Services",1734.38,5.07,2.72%,66.90%,107.70%,284.41,18.78%,0.00%,34.80%,2.47%,5.07%,79.50%,32.50%,-5.45%,0.48%,8.13%,-16.89%,206.37%,134.08%,0.95,4.99%,-2.04%,3.51%,-8.02%,-14.73%,19.24%,-41.09%,210.95%,48.27,1.80,6.25,-6.16%,2094364,7.90
"FINX","Global X FinTech ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-4.16%,-7.48%,-1.06%,10.69%,19.46%,3.55%,,1.73%,-5.92%,-4.21%,0.85%,-8.85%,3.96%,-8.85%,19.55%,36.46,,48.37,-2.50%,569784,
"FIS","Fidelity National Information Services, Inc.","Technology","Information Technology Services",67828.20,297.84,1.43%,-35.20%,13.70%,613.00,0.20%,-1.24%,93.40%,-0.03%,0.91%,36.80%,3.40%,-8.71%,-12.53%,-16.13%,-27.51%,-24.81%,-22.94%,0.73,3.75%,-5.89%,-8.95%,-20.40%,-16.26%,4.53%,-30.10%,4.53%,35.46,1.90,109.01,-1.29%,4388450,157.82
"FISI","Financial Institutions, Inc.","Financial","Banks - Regional",519.65,7.39,3.31%,3.80%,8.90%,15.84,1.70%,0.79%,69.40%,0.36%,1.22%,,96.10%,-2.46%,2.39%,4.62%,0.68%,63.47%,44.80%,1.15,2.32%,0.17%,3.97%,6.67%,-3.18%,14.32%,-3.18%,66.99%,52.43,2.00,32.58,0.87%,46786,36.75
"FISR","SPDR SSGA Fixed Income Sector Rotation ETF","Financial","Exchange Traded Fund",,,2.45%,,,,,,,,,,,-0.34%,0.36%,-1.53%,0.57%,-3.53%,-3.42%,,0.30%,-0.30%,-0.54%,-0.41%,-1.85%,0.66%,-4.18%,3.50%,45.60,,31.05,0.08%,19668,
"FISV","Fiserv, Inc.","Technology","Information Technology Services",66251.93,52.57,,-1.30%,23.10%,661.40,0.50%,-2.64%,92.80%,-0.18%,1.70%,50.70%,14.40%,1.33%,-8.05%,-12.78%,-11.36%,-6.22%,-11.08%,0.82,3.02%,-1.11%,-4.65%,-10.52%,-13.62%,7.27%,-20.49%,7.27%,43.76,1.80,101.25,0.37%,6308437,135.70
"FITB","Fifth Third Bancorp","Financial","Banks - Regional",30242.52,12.20,2.72%,-1.80%,6.70%,697.46,0.10%,-3.06%,84.60%,0.02%,2.16%,,97.20%,-0.36%,-3.18%,17.33%,5.30%,71.75%,60.10%,1.45,1.81%,-0.53%,2.74%,12.17%,-3.88%,16.59%,-3.88%,76.56%,51.83,2.00,44.14,-0.14%,4058802,48.58
"FITE","SPDR S&P Kensho Future Security ETF","Financial","Exchange Traded Fund",,,0.72%,,,,,,,,,,,-1.05%,1.69%,7.52%,9.20%,35.96%,17.41%,,0.71%,-0.13%,2.98%,6.49%,-3.27%,8.73%,-3.27%,37.09%,52.79,,54.34,-0.98%,619,
"FIV","First Trust Senior Floating Rate 2022 Target Term Fund","Financial","Asset Management",348.28,,1.23%,,,35.83,0.01%,0.00%,30.69%,,,,,0.00%,0.41%,1.78%,3.08%,11.98%,8.12%,,0.19%,0.18%,0.58%,2.39%,-0.10%,1.67%,-0.10%,12.76%,70.80,,9.72,-0.00%,46496,
"FIVA","Fidelity International Value Factor ETF","Financial","Exchange Traded Fund",,,2.86%,,,,,,,,,,,-0.28%,-0.16%,1.61%,-1.01%,17.89%,12.17%,,0.52%,-0.54%,0.55%,1.17%,-1.68%,4.30%,-4.82%,18.87%,48.88,,24.51,0.04%,31196,
"FIVE","Five Below, Inc.","Consumer Cyclical","Specialty Retail",12079.95,47.27,,15.90%,18.70%,56.01,1.10%,-1.59%,99.10%,-0.80%,3.49%,49.20%,13.30%,5.01%,16.20%,-3.38%,21.46%,42.25%,24.30%,1.31,2.71%,6.78%,13.04%,11.95%,-1.58%,31.62%,-8.56%,42.74%,65.31,2.00,217.50,2.60%,265776,232.63
"FIVG","Defiance 5G Next Gen Connectivity ETF","Financial","Exchange Traded Fund",,,0.92%,,,,,,,,,,,2.13%,9.40%,9.83%,14.74%,32.00%,23.01%,,1.20%,5.04%,8.83%,11.74%,0.15%,15.80%,0.15%,32.77%,74.29,,41.33,0.46%,81052,
"FIVN","Five9, Inc.","Technology","Software - Infrastructure",10756.46,,,-5.00%,27.50%,67.80,0.70%,-29.19%,92.10%,-8.18%,6.45%,57.00%,-8.60%,-1.49%,-0.42%,-11.77%,-7.03%,13.03%,-9.31%,0.39,3.18%,-0.63%,-1.57%,-8.37%,-10.39%,13.17%,-25.28%,14.19%,48.34,2.50,158.16,-4.33%,1287361,201.47
"FIW","First Trust Water ETF","Financial","Exchange Traded Fund",,,0.45%,,,,,,,,,,,0.96%,6.20%,6.05%,15.52%,38.43%,30.77%,,0.94%,2.80%,5.78%,12.13%,-0.23%,11.63%,-0.23%,39.16%,72.26,,94.31,0.37%,91854,
"FIX","Comfort Systems USA, Inc.","Industrials","Engineering & Construction",3683.68,25.26,0.47%,25.70%,12.60%,36.30,2.30%,-8.33%,99.60%,2.12%,2.05%,18.70%,6.40%,3.52%,25.18%,38.22%,27.10%,108.67%,95.23%,1.19,2.98%,9.50%,24.85%,32.37%,-0.47%,51.39%,-0.47%,113.70%,82.45,2.50,102.81,0.46%,121089,99.00
"FIXD","First Trust TCW Opportunistic Fixed Income ETF","Financial","Exchange Traded Fund",,,2.05%,,,,,,,,,,,-0.06%,0.04%,-1.46%,0.17%,-2.56%,-2.69%,,0.33%,-0.16%,-0.56%,-0.58%,-1.82%,0.55%,-2.90%,1.22%,45.35,,53.26,0.11%,240722,
"FIXX","Homology Medicines, Inc.","Healthcare","Biotechnology",308.13,,,,,56.50,12.61%,-0.00%,69.20%,-0.87%,6.47%,,,-10.39%,-13.49%,-12.48%,-14.89%,-45.44%,-53.41%,-0.57,5.09%,-11.28%,-22.33%,-31.45%,-40.90%,-3.13%,-65.49%,-3.13%,31.07,1.60,5.26,-3.84%,318443,23.89
"FIZZ","National Beverage Corp.","Consumer Defensive","Beverages - Non-Alcoholic",5607.33,31.78,,23.30%,8.80%,93.31,0.20%,0.00%,27.00%,-0.67%,18.34%,39.40%,21.20%,-4.49%,6.16%,41.27%,30.43%,36.43%,41.37%,1.01,3.05%,0.50%,7.26%,19.86%,-7.21%,31.80%,-38.90%,54.94%,53.49,4.00,60.01,-3.01%,221983,43.67
"FJAN","FT Cboe Vest US Eq Buffer ETF - January","Financial","Exchange Traded Fund",,,,,,,,,,,,,,0.27%,0.70%,2.14%,5.73%,,12.05%,,0.21%,0.33%,1.29%,4.46%,-0.09%,3.47%,-0.09%,14.63%,67.37,,33.93,0.01%,3632,
"FJP","First Trust Japan AlphaDEX Fund","Financial","Exchange Traded Fund",,,1.39%,,,,,,,,,,,-0.42%,-1.01%,0.50%,0.92%,4.78%,-0.70%,,0.41%,-0.91%,-3.23%,-2.37%,-9.36%,1.00%,-9.36%,3.49%,43.35,,51.26,-0.07%,428,
"FJUN","FT Cboe Vest US Eq Buffer ETF - June","Financial","Exchange Traded Fund",,,,,,,,,,,,,,0.45%,1.35%,2.85%,6.84%,12.63%,10.68%,,0.24%,0.55%,1.94%,5.03%,-0.19%,4.60%,-0.19%,13.51%,67.87,,37.71,0.05%,1322,
"FKU","First Trust United Kingdom AlphaDEX Fund","Financial","Exchange Traded Fund",,,2.08%,,,,,,,,,,,0.30%,-0.65%,-1.43%,-3.58%,41.19%,15.71%,,0.54%,0.39%,0.84%,0.82%,-3.02%,5.43%,-5.72%,26.69%,54.74,,43.67,0.54%,8063,
"FKWL","Franklin Wireless Corp.","Technology","Communication Equipment",51.63,2.84,,58.80%,25.20%,11.59,21.05%,0.00%,25.70%,-0.07%,0.27%,17.60%,12.60%,7.02%,-25.08%,-43.11%,-56.28%,-80.45%,-81.19%,-0.11,6.60%,-12.41%,-29.52%,-60.14%,-50.89%,10.22%,-84.29%,10.22%,33.69,2.00,4.42,-2.43%,56815,16.00
"FL","Foot Locker, Inc.","Consumer Cyclical","Footwear & Accessories",5857.88,5.94,1.39%,-4.40%,0.40%,103.80,0.40%,-34.51%,94.40%,0.36%,4.81%,33.50%,10.20%,6.87%,20.90%,-1.34%,-5.44%,44.12%,42.33%,1.39,2.83%,11.79%,15.71%,3.22%,1.86%,28.17%,-13.72%,55.82%,74.02,2.00,57.56,3.54%,4094511,69.71
"FLAC","Frazier Lifesciences Acquisition Corporation","Financial","Shell Companies",174.30,,,,,17.75,,,45.72%,-0.26%,0.09%,,,0.20%,0.20%,0.82%,0.10%,,-9.07%,,0.28%,0.16%,0.14%,-0.91%,-2.00%,1.66%,-20.74%,2.72%,52.28,,9.82,0.20%,514,
"FLACU","Frazier Lifesciences Acquisition Corporation","Financial","Shell Companies",,,,,,,,,69.75%,,,,,0.40%,0.70%,-1.57%,-2.52%,,-3.28%,,0.44%,0.28%,0.31%,-2.46%,-5.73%,1.67%,-12.70%,5.68%,51.68,,10.04,0.00%,0,
"FLAU","Franklin FTSE Australia ETF","Financial","Exchange Traded Fund",,,1.99%,,,,,,,,,,,-1.03%,-3.62%,1.26%,-2.37%,13.42%,6.95%,,0.40%,-2.75%,-0.99%,-0.87%,-4.61%,4.27%,-6.43%,13.49%,39.68,,30.18,0.05%,607,
"FLAX","Franklin FTSE Asia ex Japan ETF","Financial","Exchange Traded Fund",,,1.50%,,,,,,,,,,,-0.93%,-1.90%,3.36%,-4.98%,3.78%,-1.11%,,0.29%,-0.45%,0.25%,-4.17%,-2.55%,4.38%,-13.92%,4.38%,48.45,,27.29,-1.07%,114,
"FLBR","Franklin FTSE Brazil ETF","Financial","Exchange Traded Fund",,,2.31%,,,,,,,,,,,-7.75%,-8.17%,-16.37%,-21.12%,-9.37%,-20.48%,,2.16%,-3.52%,-8.57%,-17.58%,-17.97%,1.80%,-30.87%,1.80%,39.08,,18.15,-1.54%,18301,
"FLC","Flaherty & Crumrine Total Return Fund Inc.","Financial","Closed-End Fund - Debt",236.51,13.57,6.58%,,,10.04,,,10.74%,,,,,-1.30%,-3.56%,-2.85%,-0.42%,1.20%,-0.51%,,1.03%,-2.11%,-1.79%,-1.92%,-5.16%,0.30%,-7.06%,6.22%,32.02,,23.55,-0.59%,14855,
"FLCA","Franklin FTSE Canada ETF","Financial","Exchange Traded Fund",,,2.17%,,,,,,,,,,,0.91%,0.70%,9.13%,6.93%,34.89%,29.51%,,0.56%,0.56%,4.16%,9.26%,-1.01%,11.79%,-1.01%,34.94%,59.65,,35.45,0.34%,4251,
"FLCB","Franklin Liberty US Core Bond ETF","Financial","Exchange Traded Fund",,,2.46%,,,,,,,,,,,-0.08%,0.15%,-1.62%,-0.34%,-3.19%,-3.59%,,0.22%,-0.16%,-0.53%,-0.91%,-1.98%,0.36%,-3.74%,1.08%,45.76,,25.21,0.12%,21617,
"FLCH","Franklin FTSE China ETF","Financial","Exchange Traded Fund",,,0.93%,,,,,,,,,,,-3.14%,-5.81%,2.73%,-13.60%,-14.03%,-15.20%,,1.18%,-2.33%,-1.37%,-11.80%,-6.68%,5.04%,-29.66%,5.04%,44.46,,26.97,-2.69%,36920,
"FLCO","Franklin Liberty Investment Grade Corporate ETF","Financial","Exchange Traded Fund",,,2.86%,,,,,,,,,,,-0.30%,0.27%,-1.92%,0.47%,-3.51%,-4.44%,,0.32%,-0.34%,-0.74%,-0.62%,-2.45%,0.58%,-4.47%,2.37%,45.45,,25.88,0.15%,12038,
"FLDM","Fluidigm Corporation","Healthcare","Diagnostics & Research",331.01,,,17.50%,3.80%,76.30,1.20%,0.00%,89.80%,-0.34%,6.66%,55.00%,-53.40%,-3.62%,-15.33%,-33.58%,-19.11%,-24.50%,-24.50%,1.20,5.38%,-8.60%,-19.85%,-19.80%,-36.11%,1.34%,-39.68%,22.10%,32.13,1.50,4.53,-4.43%,713147,12.00
"FLDR","Fidelity Low Duration Bond Factor ETF","Financial","Exchange Traded Fund",,,0.57%,,,,,,,,,,,-0.02%,-0.06%,-0.41%,-0.08%,-0.56%,-0.58%,,0.16%,-0.03%,-0.14%,-0.18%,-0.79%,0.78%,-1.24%,3.73%,43.41,,50.74,0.02%,17382,
"FLEE","Franklin FTSE Europe ETF","Financial","Exchange Traded Fund",,,1.64%,,,,,,,,,,,-0.03%,1.39%,1.40%,1.22%,19.82%,14.56%,,0.41%,0.19%,2.02%,3.76%,-1.09%,6.76%,-1.35%,19.82%,55.12,,29.86,0.04%,8764,
"FLEX","Flex Ltd.","Technology","Electronic Components",8417.22,9.36,,9.00%,-0.20%,482.00,0.60%,-17.85%,,-0.46%,1.75%,7.80%,4.20%,1.59%,-1.28%,4.92%,3.17%,13.37%,3.28%,1.53,2.98%,1.71%,1.03%,2.88%,-4.74%,11.06%,-7.34%,19.71%,51.82,1.80,18.57,-4.28%,3887600,23.25
"FLGB","Franklin FTSE United Kingdom ETF","Financial","Exchange Traded Fund",,,2.34%,,,,,,,,,,,-0.71%,-1.64%,1.53%,-1.75%,17.27%,13.12%,,0.55%,-0.86%,0.34%,1.50%,-2.28%,4.64%,-3.18%,17.82%,46.67,,25.26,-0.24%,97006,
"FLGC","Flora Growth Corp.","Healthcare","Drug Manufacturers - Specialty & Generic",144.54,,,,,40.56,20.72%,0.00%,2.60%,,3.11%,43.60%,,-23.13%,-17.26%,-70.90%,13.54%,,-22.96%,,9.16%,-19.24%,-29.24%,-36.27%,-51.13%,-8.89%,-82.80%,29.47%,35.54,2.00,3.69,-13.38%,2206255,10.75
"FLGE","Credit Suisse FI Large Cap Growth Enhanced ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,,2.38%,13.56%,20.85%,50.16%,78.62%,59.49%,,0.41%,5.60%,12.45%,29.26%,-1.10%,28.88%,-1.10%,82.08%,67.07,,873.14,1.39%,138,
"FLGR","Franklin FTSE Germany ETF","Financial","Exchange Traded Fund",,,2.32%,,,,,,,,,,,0.57%,1.72%,-0.88%,-3.30%,14.55%,7.78%,,0.33%,0.34%,1.46%,0.27%,-1.47%,6.62%,-5.69%,14.61%,55.77,,26.76,0.39%,597,
"FLGT","Fulgent Genetics, Inc.","Healthcare","Diagnostics & Research",2684.24,5.41,,88.50%,113.20%,29.67,4.20%,-3.57%,37.80%,3.85%,13.89%,79.30%,82.40%,9.52%,9.94%,2.97%,30.13%,115.48%,79.58%,1.37,5.15%,9.51%,9.67%,2.64%,-7.65%,23.66%,-50.73%,165.87%,59.34,2.50,93.56,-4.84%,439959,141.00
"FLHK","Franklin FTSE Hong Kong ETF","Financial","Exchange Traded Fund",,,2.72%,,,,,,,,,,,0.08%,-1.18%,-4.70%,-9.92%,2.04%,0.27%,,0.26%,-0.04%,0.19%,-6.37%,-5.80%,4.73%,-12.83%,4.73%,50.27,,26.15,-0.31%,1418,
"FLHY","Franklin Liberty High Yield Corporate ETF","Financial","Exchange Traded Fund",,,5.04%,,,,,,,,,,,-0.44%,-0.80%,-0.78%,-0.72%,0.48%,-1.63%,,0.26%,-0.46%,-0.86%,-0.99%,-2.00%,0.02%,-2.33%,0.87%,38.75,,26.19,-0.09%,4072,
"FLIA","Franklin Liberty International Aggregate Bond ETF","Financial","Exchange Traded Fund",,,0.28%,,,,,,,,,,,-0.04%,0.16%,-1.08%,0.56%,-1.34%,-1.78%,,0.09%,0.04%,-0.14%,-0.19%,-0.70%,0.39%,-1.97%,0.91%,48.49,,25.09,-0.12%,11473,
"FLIC","The First of Long Island Corporation","Financial","Banks - Regional",515.72,11.51,3.71%,7.20%,7.30%,23.65,0.50%,0.00%,58.30%,-0.61%,0.51%,,87.20%,-2.18%,5.22%,1.13%,-5.06%,21.19%,20.78%,0.51,2.01%,2.42%,4.36%,2.66%,-2.93%,11.25%,-10.09%,29.65%,58.45,2.40,21.56,-0.65%,54281,23.00
"FLIN","Franklin FTSE India ETF","Financial","Exchange Traded Fund",,,0.63%,,,,,,,,,,,-1.14%,-1.26%,7.48%,15.72%,40.01%,27.49%,,0.48%,-0.26%,-0.09%,10.30%,-2.79%,2.38%,-2.79%,42.08%,47.70,,33.28,-0.79%,8505,
"FLIY","Franklin FTSE Italy ETF","Financial","Exchange Traded Fund",,,2.05%,,,,,,,,,,,-0.72%,1.66%,-0.42%,3.68%,36.34%,14.26%,,0.07%,-0.29%,2.02%,4.36%,-2.42%,6.99%,-2.69%,20.63%,52.74,,28.33,-0.03%,1109,
"FLJP","Franklin FTSE Japan ETF","Financial","Exchange Traded Fund",,,1.48%,,,,,,,,,,,0.66%,0.53%,3.95%,1.43%,8.19%,2.42%,,0.56%,0.46%,-0.90%,0.31%,-6.23%,4.08%,-6.23%,8.19%,50.78,,30.50,0.20%,76823,
"FLKR","Franklin FTSE South Korea ETF","Financial","Exchange Traded Fund",,,0.93%,,,,,,,,,,,-0.45%,-3.02%,-5.19%,-12.56%,5.23%,-8.80%,,0.61%,-2.02%,-2.64%,-10.79%,-7.92%,2.97%,-18.18%,6.45%,41.51,,27.90,-0.42%,11281,
"FLL","Full House Resorts, Inc.","Consumer Cyclical","Resorts & Casinos",337.09,23.63,,15.70%,0.20%,34.16,4.10%,0.00%,62.60%,-1.45%,3.08%,59.30%,9.70%,-6.56%,-11.38%,28.31%,-1.58%,208.67%,153.69%,1.80,5.06%,-5.99%,-3.46%,8.88%,-18.14%,25.41%,-18.14%,244.98%,40.78,2.00,9.97,-3.86%,310560,14.00
"FLLV","Franklin Liberty U.S. Low Volatility ETF","Financial","Exchange Traded Fund",,,1.39%,,,,,,,,,,,0.34%,2.08%,1.56%,8.48%,21.46%,17.60%,,0.36%,0.72%,2.84%,7.09%,-1.10%,7.21%,-1.10%,22.18%,61.19,,49.76,-0.35%,2400,
"FLMB","Franklin Liberty Federal Tax-Free Bond ETF","Financial","Exchange Traded Fund",,,1.81%,,,,,,,,,,,0.01%,0.40%,-1.30%,-0.40%,0.20%,-1.25%,,0.09%,0.34%,-0.03%,-0.56%,-1.11%,0.81%,-6.38%,1.57%,55.96,,27.05,0.14%,3854,
"FLME","Flame Acquisition Corp.","Financial","Shell Companies",350.77,,,,,28.75,,,54.40%,2.12%,0.16%,,,-0.10%,0.21%,0.81%,0.62%,,0.62%,,0.21%,-0.02%,0.37%,0.74%,-0.41%,1.67%,-2.59%,1.99%,52.45,,9.76,-0.10%,4973,
"FLMN","Falcon Minerals Corporation","Energy","Oil & Gas E&P",494.89,47.41,10.91%,,,46.34,4.20%,0.00%,59.50%,-2.81%,2.09%,93.70%,43.40%,-4.01%,-14.46%,25.57%,13.17%,139.13%,74.60%,1.77,4.60%,-5.38%,1.48%,13.92%,-16.41%,28.81%,-16.41%,151.14%,43.57,1.90,5.50,1.85%,615129,6.80
"FLMX","Franklin FTSE Mexico ETF","Financial","Exchange Traded Fund",,,1.34%,,,,,,,,,,,-1.97%,-4.35%,-1.47%,-1.04%,18.48%,11.04%,,0.61%,-2.69%,-2.64%,1.10%,-5.65%,-0.12%,-7.82%,20.15%,38.40,,23.96,-0.84%,169,
