"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Gross Margin","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"BWAY","BrainsWay Ltd.","Healthcare","Diagnostics & Research",140.65,,,,,16.45,5.09%,0.00%,40.61%,,0.86%,,,3.95%,8.64%,1.79%,-8.26%,41.36%,13.40%,,4.75%,0.19%,1.51%,-7.23%,-8.23%,19.57%,-29.89%,41.75%,50.50,1.70,8.25,-3.51%,52190,14.58
"BWB","Bridgewater Bancshares, Inc.","Financial","Banks - Regional",544.54,14.49,,19.30%,24.00%,28.05,11.70%,1.86%,58.80%,-0.48%,1.02%,,80.40%,1.49%,6.61%,21.04%,9.49%,59.60%,52.44%,0.74,3.45%,-0.37%,4.28%,10.63%,-8.46%,17.18%,-8.46%,63.26%,49.38,2.00,18.35,-3.62%,60359,21.00
"BWBBP","Bridgewater Bancshares, Inc.","Financial","Banks - Regional",,,,,,,,,,,0.00%,,,-1.67%,-2.23%,,,,-0.42%,,0.79%,-2.09%,-1.68%,-1.68%,-5.28%,4.00%,-5.28%,4.00%,43.46,,26.00,0.35%,400,21.00
"BWEN","Broadwind, Inc.","Industrials","Specialty Industrial Machinery",60.75,11.14,,36.10%,-0.10%,18.76,3.10%,-22.12%,32.40%,-23.14%,7.10%,5.10%,-3.20%,-4.28%,2.96%,0.64%,-24.76%,-15.63%,-60.53%,1.38,7.82%,-6.80%,-2.12%,-37.82%,-21.68%,22.46%,-77.58%,22.46%,44.69,2.20,2.89,-7.67%,527797,7.33
"BWFG","Bankwell Financial Group, Inc.","Financial","Banks - Regional",252.31,13.06,2.29%,-9.20%,8.80%,7.68,8.10%,3.03%,43.80%,0.49%,0.60%,,80.70%,1.06%,6.49%,5.56%,11.70%,73.08%,61.13%,0.84,1.98%,2.04%,4.85%,11.39%,-2.13%,10.87%,-2.13%,74.78%,57.59,2.00,31.32,-0.57%,4898,38.50
"BWG","Legg Mason BW Global Income Opportunities Fund Inc.","Financial","Closed-End Fund - Debt",209.39,,7.70%,,,16.79,,,66.82%,,,,,0.97%,-0.56%,-0.64%,0.73%,7.46%,-0.16%,,1.26%,1.19%,0.17%,-0.03%,-3.94%,5.96%,-4.89%,7.79%,56.82,,12.45,-0.16%,30780,
"BWMN","Bowman Consulting Group Ltd. Common Stock","Industrials","Consulting Services",195.96,,,,,11.09,25.20%,0.06%,30.90%,1.21%,0.23%,,,1.59%,21.74%,26.93%,24.91%,,23.21%,,5.19%,7.00%,17.07%,23.13%,-8.39%,31.38%,-8.39%,36.90%,68.71,2.00,17.25,0.00%,15741,22.50
"BWMX","Betterware de Mexico, S.A.B. de C.V.","Consumer Cyclical","Specialty Retail",888.44,19.01,7.33%,,,36.66,51.57%,0.00%,5.60%,16.99%,0.21%,56.30%,30.30%,-1.72%,-27.90%,-32.82%,-40.33%,-15.21%,-26.53%,,5.25%,-14.78%,-26.69%,-39.37%,-40.47%,-2.46%,-51.80%,-2.46%,26.40,1.50,24.15,-3.75%,34246,44.70
"BWX","SPDR Bloomberg Barclays International Treasury Bond ETF","Financial","Exchange Traded Fund",,,0.92%,,,,,,,,,,,-2.46%,-1.37%,-4.47%,-5.15%,-7.24%,-9.77%,,0.44%,-1.00%,-1.74%,-4.09%,-4.26%,0.39%,-10.10%,0.39%,39.94,,28.29,0.39%,123532,
"BWXT","BWX Technologies, Inc.","Industrials","Aerospace & Defense",4693.87,19.47,1.61%,17.40%,8.40%,94.28,0.20%,-9.89%,99.44%,0.04%,1.66%,26.10%,16.40%,-2.14%,-7.96%,-5.16%,-16.10%,-7.92%,-13.65%,1.03,2.87%,-6.35%,-7.18%,-13.32%,-17.29%,1.77%,-24.69%,1.77%,36.40,2.20,51.72,-0.63%,390260,67.50
"BWZ","SPDR Bloomberg Barclays Short Term International Treasury Bond ETF","Financial","Exchange Traded Fund",,,0.03%,,,,,,,,,,,-1.77%,-1.32%,-2.75%,-5.39%,-4.44%,-6.86%,,0.40%,-1.31%,-1.86%,-3.77%,-3.52%,0.02%,-7.49%,0.02%,30.74,,30.57,-0.02%,148088,
"BX","Blackstone Inc.","Financial","Asset Management",170772.35,19.80,2.09%,7.60%,5.60%,722.23,0.30%,-70.52%,63.90%,-0.64%,1.15%,,57.70%,-1.48%,16.48%,29.43%,64.71%,152.62%,122.53%,1.40,2.70%,3.36%,11.69%,43.55%,-1.17%,33.33%,-1.17%,156.64%,63.47,2.10,145.08,0.60%,2574809,147.50
"BXC","BlueLinx Holdings Inc.","Industrials","Building Products & Equipment",719.24,3.02,,53.30%,10.10%,9.72,1.60%,-61.66%,85.40%,4.71%,5.33%,17.00%,8.60%,6.65%,43.23%,35.93%,41.71%,204.53%,154.99%,1.81,6.00%,27.04%,38.77%,54.06%,0.72%,64.13%,0.72%,216.26%,75.39,2.30,75.27,0.88%,108094,96.33
"BXMT","Blackstone Mortgage Trust, Inc.","Real Estate","REIT - Mortgage",5232.06,12.91,7.48%,-16.60%,13.70%,149.22,0.40%,2.48%,55.00%,2.78%,4.35%,48.00%,49.50%,-1.52%,2.47%,3.14%,5.27%,27.60%,20.41%,1.39,1.41%,-0.11%,3.08%,4.28%,-2.85%,9.47%,-2.85%,31.65%,52.41,2.60,33.07,-0.24%,863476,34.29
"BXMX","Nuveen S&P 500 Buy-Write Income Fund","Financial","Closed-End Fund - Equity",1558.18,15.71,5.74%,,,104.09,,,22.97%,,,,,0.07%,1.70%,1.84%,7.85%,23.51%,16.23%,,0.77%,-0.13%,1.51%,5.19%,-1.65%,5.74%,-1.65%,23.77%,53.38,,14.91,-0.40%,143410,
"BXP","Boston Properties, Inc.","Real Estate","REIT - Office",18441.17,57.74,3.33%,8.30%,2.10%,156.18,0.17%,-27.96%,99.10%,-0.66%,3.10%,63.10%,33.40%,0.29%,1.72%,4.05%,7.68%,22.00%,24.67%,1.18,2.16%,0.29%,2.62%,5.44%,-2.87%,8.88%,-5.63%,32.55%,52.14,2.60,117.24,-0.52%,660444,123.80
"BXRX","Baudax Bio, Inc.","Healthcare","Biotechnology",39.69,,,,,84.40,1.00%,33.42%,11.30%,-1.48%,3.52%,,,-11.82%,-12.50%,-9.91%,-44.80%,-57.74%,-52.72%,,5.58%,-12.05%,-16.96%,-46.54%,-33.82%,2.15%,-77.83%,2.15%,33.73,1.50,0.47,-1.59%,1463453,2.00
"BXSL","Blackstone Secured Lending Fund","Financial","Closed-End Fund - Debt",,,,,,,0.07%,,15.49%,,,,,2.06%,,,,,13.03%,,,5.47%,5.47%,5.47%,-7.57%,22.37%,-7.57%,22.37%,,,32.00,2.47%,62256,
"BY","Byline Bancorp, Inc.","Financial","Banks - Regional",1047.51,12.10,1.32%,30.70%,23.50%,37.20,0.20%,-18.94%,43.70%,-0.45%,1.63%,,94.60%,-0.15%,12.23%,11.31%,20.11%,77.60%,77.02%,1.36,2.63%,3.44%,8.65%,18.59%,-2.19%,20.54%,-2.19%,86.63%,61.17,2.50,27.23,-0.44%,106684,29.20
"BYD","Boyd Gaming Corporation","Consumer Cyclical","Resorts & Casinos",6851.73,15.84,,17.91%,-0.20%,114.09,1.20%,-15.19%,66.70%,1.40%,4.12%,57.20%,23.30%,-4.79%,-8.75%,5.52%,2.05%,70.54%,41.61%,2.04,3.20%,-5.92%,-4.86%,-0.40%,-11.95%,6.28%,-14.14%,75.02%,39.05,2.00,60.96,0.30%,771463,83.09
"BYFC","Broadway Financial Corporation","Financial","Banks - Regional",121.83,,,-15.70%,3.10%,70.16,0.10%,0.00%,21.80%,0.05%,0.59%,,77.50%,-0.36%,-11.95%,-10.26%,31.46%,67.66%,51.35%,0.88,4.43%,-7.79%,-16.73%,-3.52%,-37.62%,-1.84%,-37.62%,67.92%,33.19,,2.67,-4.64%,22070,
"BYLD","iShares Yield Optimized Bond ETF","Financial","Exchange Traded Fund",,,3.05%,,,,,,,,,,,-1.09%,-0.42%,-1.64%,-0.46%,-3.42%,-3.65%,,0.24%,-0.30%,-0.72%,-1.02%,-2.00%,0.12%,-4.03%,0.48%,42.65,,24.93,0.10%,7182,
"BYM","BlackRock Municipal Income Quality Trust","Financial","Closed-End Fund - Debt",401.90,35.81,4.60%,,,26.41,,,25.84%,,,,,-1.36%,-0.72%,-5.52%,-1.62%,5.84%,0.33%,,0.90%,-0.27%,-1.46%,-2.15%,-4.99%,1.42%,-9.35%,6.21%,42.19,,15.22,0.00%,34351,
"BYND","Beyond Meat, Inc.","Consumer Defensive","Packaged Foods",5080.59,,,,,63.12,3.10%,-2.22%,58.80%,9.42%,30.36%,27.60%,-16.50%,-14.81%,-22.04%,-29.75%,-19.58%,-34.35%,-33.22%,,4.30%,-16.50%,-22.13%,-36.65%,-30.79%,4.82%,-63.59%,4.82%,27.69,2.90,80.47,-3.61%,3011235,78.92
"BYRN","Byrna Technologies, Inc. Common Stock","Industrials","Aerospace & Defense",392.07,,,-16.00%,155.90%,22.05,2.90%,5.63%,20.10%,57.37%,4.32%,52.60%,-3.10%,8.22%,-10.21%,-29.60%,-37.09%,21.29%,17.10%,0.86,4.94%,0.69%,-17.47%,-19.51%,-43.84%,10.72%,-45.56%,53.43%,43.61,2.00,16.63,-2.06%,177861,32.17
"BYSI","BeyondSpring Inc.","Healthcare","Biotechnology",563.49,,,-31.10%,,39.01,68.70%,0.00%,21.20%,3.44%,39.89%,,,-7.33%,-11.47%,-32.19%,41.81%,-9.56%,17.05%,1.01,6.34%,-7.40%,-16.00%,-1.75%,-45.83%,3.03%,-57.73%,56.74%,38.22,1.40,13.95,-2.31%,628852,55.33
"BYTS","BYTE Acquisition Corp.","Financial","Shell Companies",316.25,,,,,32.37,,,12.44%,,,,,0.41%,0.62%,0.51%,,,-0.31%,,0.33%,-0.09%,0.36%,0.46%,-0.92%,1.25%,-3.66%,1.46%,51.04,,9.74,-0.31%,109412,
"BYTSU","BYTE Acquisition Corp.","Financial","Shell Companies",,,,,,,4.04%,,72.81%,,,,,-1.19%,0.00%,0.10%,,,0.50%,,0.22%,-0.40%,-0.31%,-0.36%,-1.77%,1.73%,-2.16%,1.73%,44.41,,9.98,-0.20%,4,
"BZ","Kanzhun Limited","Industrials","Staffing & Employment Services",15525.20,,,,,399.95,,,28.10%,68.27%,11.28%,87.50%,,17.12%,16.50%,13.31%,,,6.67%,,4.93%,6.60%,7.55%,8.47%,-4.47%,21.20%,-13.55%,39.32%,61.33,2.40,38.87,-2.04%,830645,42.32
"BZH","Beazer Homes USA, Inc.","Consumer Cyclical","Residential Construction",698.89,5.55,,89.60%,3.30%,30.07,4.81%,0.00%,76.60%,0.12%,5.83%,18.90%,6.80%,13.80%,21.00%,28.13%,-1.33%,57.64%,46.40%,1.95,3.79%,17.92%,23.40%,15.09%,0.54%,36.88%,-13.90%,63.56%,73.60,1.70,22.49,1.40%,402899,29.33
"BZQ","ProShares UltraShort MSCI Brazil Capped","Financial","Exchange Traded Fund",,,,,,,,,,,,,,0.86%,14.37%,21.76%,28.65%,-22.07%,9.65%,,5.12%,2.41%,10.97%,21.08%,-9.03%,35.75%,-19.67%,75.14%,56.07,,19.44,3.08%,150541,
"BZUN","Baozun Inc.","Consumer Cyclical","Internet Retail",1430.58,22.31,,144.10%,27.80%,73.98,,,64.80%,-4.84%,10.12%,62.10%,5.60%,11.89%,-0.90%,-11.45%,-47.09%,-52.83%,-45.50%,1.10,5.04%,-1.77%,-5.46%,-42.98%,-25.48%,9.05%,-68.91%,9.05%,46.58,2.10,17.72,-5.34%,1111961,31.91
"C","Citigroup Inc.","Financial","Banks - Diversified",133850.85,6.53,3.01%,-2.70%,-0.20%,2009.30,0.23%,-0.61%,79.90%,-0.37%,1.89%,,86.90%,-0.37%,-5.40%,-4.75%,-11.40%,34.40%,9.86%,1.81,1.83%,-3.53%,-4.68%,-5.88%,-9.33%,1.34%,-16.74%,35.11%,37.23,2.10,66.85,-1.31%,16433872,84.96
"CAAP","Corporacion America Airports S.A.","Industrials","Airports & Air Services",979.62,,,,-12.50%,160.61,81.84%,0.00%,11.80%,7.69%,0.92%,-11.70%,-52.10%,2.74%,4.71%,16.28%,-1.32%,108.33%,50.38%,2.99,3.41%,0.49%,2.02%,9.84%,-6.08%,11.39%,-7.85%,111.15%,52.09,2.50,5.87,-2.17%,195821,6.73
"CAAS","China Automotive Systems, Inc.","Consumer Cyclical","Auto Parts",127.64,21.90,,-17.00%,-1.20%,30.85,63.80%,0.00%,3.70%,-0.41%,1.18%,14.10%,-1.00%,6.81%,20.25%,7.40%,-8.62%,18.43%,-37.18%,2.91,7.20%,5.36%,11.98%,-12.54%,-9.74%,29.56%,-71.59%,29.56%,58.06,2.00,3.89,-0.77%,50758,6.00
"CABA","Cabaletta Bio, Inc.","Healthcare","Biotechnology",335.68,,,,,21.53,4.90%,-40.13%,57.30%,0.58%,9.89%,,,-3.70%,-5.97%,46.99%,16.88%,-14.55%,-4.01%,,8.48%,-1.00%,5.28%,24.77%,-12.64%,37.43%,-20.27%,86.57%,53.02,2.00,13.06,9.02%,196109,22.60
"CABO","Cable One, Inc.","Communication Services","Telecom Services",11108.16,34.05,0.60%,26.80%,10.40%,6.02,0.40%,-25.73%,88.60%,0.20%,4.98%,71.20%,34.80%,1.63%,3.57%,-8.31%,6.49%,-9.46%,-17.85%,0.54,2.09%,3.13%,0.16%,-2.04%,-9.94%,8.91%,-21.31%,9.35%,56.77,2.40,1830.97,0.05%,20635,2084.29
"CAC","Camden National Corporation","Financial","Banks - Regional",747.84,10.50,2.91%,17.90%,9.70%,14.93,0.90%,1.54%,68.40%,-0.86%,2.37%,,91.90%,-1.96%,2.72%,7.80%,5.44%,34.18%,38.23%,0.90,2.23%,-1.16%,0.86%,4.11%,-4.87%,8.48%,-4.87%,41.16%,46.83,2.20,48.46,-2.02%,56551,50.33
"CACC","Credit Acceptance Corporation","Financial","Credit Services",9673.23,12.33,,10.40%,15.10%,15.80,10.40%,-13.92%,74.30%,-4.35%,12.66%,,74.10%,1.30%,8.36%,16.46%,55.17%,111.42%,92.86%,1.17,3.55%,1.53%,5.11%,35.64%,-7.10%,14.91%,-7.10%,130.10%,53.54,3.30,653.31,-2.14%,113752,463.00
"CACG","ClearBridge All Cap Growth ESG ETF","Financial","Exchange Traded Fund",,,0.41%,,,,,,,,,,,0.46%,5.91%,7.92%,15.35%,28.31%,21.30%,,0.84%,1.98%,4.69%,9.12%,-0.76%,11.31%,-0.76%,29.05%,62.96,,53.10,-0.58%,5736,
"CACI","CACI International Inc","Technology","Information Technology Services",6497.64,15.17,,26.00%,10.10%,23.56,1.20%,-3.56%,93.30%,0.71%,1.14%,34.70%,8.80%,-2.36%,-1.21%,8.15%,8.07%,16.13%,11.70%,0.96,1.92%,-1.79%,2.63%,8.29%,-4.13%,12.52%,-4.13%,29.52%,47.48,2.00,278.70,0.07%,83704,319.10
"CADE","Cadence Bank","Financial","Banks - Regional",6207.50,11.46,1.90%,14.10%,11.50%,124.72,0.50%,-9.42%,41.40%,8.92%,7.17%,,90.00%,-0.69%,4.43%,11.70%,1.97%,16.01%,15.16%,1.14,3.27%,2.97%,4.84%,5.59%,-1.88%,14.87%,-11.46%,26.70%,57.83,2.40,31.51,-0.28%,1564291,35.50
"CADL","Candel Therapeutics, Inc.","Healthcare","Biotechnology",304.63,,,,,28.47,13.10%,0.00%,43.20%,,0.41%,,,-4.21%,10.77%,59.70%,,,52.86%,,7.19%,-3.07%,3.39%,14.51%,-28.28%,49.30%,-28.28%,92.38%,49.35,1.70,10.60,-0.93%,6476,15.33
"CAE","CAE Inc.","Industrials","Aerospace & Defense",9293.93,82.06,,-16.90%,3.50%,316.52,1.10%,0.00%,73.30%,-0.36%,0.47%,27.50%,7.80%,-14.45%,-5.11%,6.86%,-1.35%,21.53%,5.01%,1.71,2.97%,-8.38%,-6.37%,-4.22%,-17.02%,2.46%,-17.02%,31.04%,35.72,2.40,28.37,-2.61%,323052,19.03
"CAF","Morgan Stanley China A Share Fund, Inc.","Financial","Closed-End Fund - Foreign",467.61,,1.08%,,,21.88,,,74.43%,,,,,0.90%,1.33%,-0.14%,-6.88%,0.98%,-3.52%,,0.84%,0.98%,1.85%,-2.77%,0.04%,7.43%,-10.24%,9.52%,58.18,,21.39,0.09%,25246,
"CAG","Conagra Brands, Inc.","Consumer Defensive","Packaged Foods",15264.35,12.91,3.91%,59.30%,5.20%,480.40,2.10%,-0.30%,87.50%,0.23%,3.11%,27.60%,15.10%,-1.69%,-3.50%,-3.82%,-14.99%,-12.45%,-11.78%,0.80,1.49%,-2.62%,-4.19%,-9.76%,-9.15%,-0.38%,-18.62%,-0.38%,36.63,2.70,31.81,-0.56%,2206580,36.82
"CAH","Cardinal Health, Inc.","Healthcare","Medical Distribution",13672.93,12.93,3.92%,-13.60%,6.00%,287.00,0.30%,0.00%,89.00%,-1.10%,2.93%,4.00%,0.90%,1.46%,5.06%,-2.89%,-10.55%,-14.42%,-6.57%,0.97,2.21%,0.88%,-0.61%,-9.45%,-7.70%,5.47%,-21.01%,5.47%,50.43,2.90,49.73,-0.62%,2000060,57.92
"CAI","CAI International, Inc.","Industrials","Rental & Leasing Services",971.64,6.06,2.14%,30.30%,4.80%,17.34,1.30%,-2.12%,99.50%,6.54%,3.69%,,67.30%,0.05%,0.04%,0.18%,38.16%,85.70%,79.16%,1.38,0.07%,0.03%,0.07%,12.69%,-0.32%,0.27%,-0.45%,88.35%,55.77,3.00,55.96,-0.02%,138008,56.00
"CAJ","Canon Inc.","Technology","Computer Hardware",30008.59,9.68,3.40%,-17.00%,-3.60%,1045.63,,,1.40%,3.47%,0.10%,45.80%,10.10%,-0.26%,-8.70%,-4.34%,-2.11%,22.46%,16.85%,0.33,1.55%,-2.43%,-5.62%,-3.48%,-11.46%,7.43%,-13.03%,27.39%,40.45,3.00,22.56,-0.53%,195678,28.09
"CAKE","The Cheesecake Factory Incorporated","Consumer Cyclical","Restaurants",2293.89,742.54,,-36.50%,-1.10%,50.21,0.10%,4.28%,82.10%,0.96%,14.28%,77.80%,3.30%,-3.46%,1.72%,2.24%,-23.94%,20.13%,18.21%,1.60,3.49%,1.46%,-2.15%,-15.29%,-14.67%,8.44%,-33.63%,27.38%,48.56,2.50,43.68,-0.30%,629706,50.77
"CAL","Caleres, Inc.","Consumer Cyclical","Footwear & Accessories",1022.90,,1.03%,-53.40%,-3.90%,36.88,2.20%,-14.67%,92.00%,-0.34%,7.20%,42.70%,1.80%,1.00%,18.98%,15.31%,8.56%,130.91%,74.25%,2.55,3.73%,10.40%,16.37%,19.23%,-0.15%,29.75%,-6.26%,146.37%,67.67,2.00,27.52,0.92%,766746,35.50
"CALA","Calithera Biosciences, Inc.","Healthcare","Biotechnology",66.89,,,6.30%,,74.11,1.30%,45.69%,67.20%,1.17%,3.53%,,,23.16%,-49.75%,-54.30%,-53.02%,-77.95%,-79.43%,1.53,7.16%,-39.69%,-51.46%,-59.16%,-62.18%,12.99%,-85.20%,12.99%,23.99,1.80,0.92,-9.39%,1848041,1.83
"CALF","Pacer US Small Cap Cash Cows 100 ETF","Financial","Exchange Traded Fund",,,0.51%,,,,,,,,,,,0.49%,7.99%,10.11%,11.14%,62.13%,51.12%,,1.66%,2.75%,5.80%,8.90%,-2.05%,13.07%,-2.05%,61.93%,59.09,,46.36,-1.74%,129770,
"CALM","Cal-Maine Foods, Inc.","Consumer Defensive","Farm Products",1810.18,516.25,0.09%,-63.50%,-6.70%,48.86,14.78%,0.00%,93.90%,2.36%,12.36%,11.10%,-2.80%,1.34%,5.75%,4.26%,-1.35%,-8.70%,-0.99%,-0.17,1.72%,2.19%,3.56%,0.25%,-1.61%,8.60%,-13.87%,10.01%,61.34,3.00,37.24,0.19%,184564,39.83
"CALT","Calliditas Therapeutics AB (publ)","Healthcare","Biotechnology",414.27,,,,,24.97,,,4.47%,,0.38%,,,-11.76%,-26.11%,-24.63%,-41.30%,-49.67%,-50.65%,,3.99%,-11.38%,-22.54%,-38.56%,-48.64%,10.70%,-54.82%,10.70%,36.45,1.40,16.56,-0.18%,27579,51.60
"CALX","Calix, Inc.","Technology","Software - Application",4557.81,20.34,,25.00%,5.80%,63.59,1.90%,-35.63%,82.00%,3.10%,4.87%,52.70%,12.50%,-4.41%,26.26%,68.88%,74.29%,185.62%,144.93%,1.47,5.28%,11.42%,28.37%,57.95%,-3.71%,65.46%,-3.71%,231.50%,66.91,2.20,73.76,1.19%,351135,58.75
"CAMP","CalAmp Corp.","Technology","Communication Equipment",393.53,,,-27.30%,1.90%,35.15,2.50%,0.21%,77.90%,0.17%,1.63%,41.60%,2.30%,-0.48%,2.38%,-8.36%,-22.77%,18.10%,3.93%,2.47,3.02%,0.22%,-0.90%,-13.55%,-12.86%,6.54%,-30.40%,18.82%,48.46,2.00,10.10,-2.04%,179634,14.75
"CAMT","Camtek Ltd.","Technology","Semiconductor Equipment & Materials",1946.03,38.27,,27.80%,17.60%,43.83,62.70%,0.00%,33.20%,5.78%,1.75%,50.40%,24.50%,5.58%,21.43%,33.66%,66.32%,136.36%,117.48%,1.53,4.82%,13.00%,14.93%,34.03%,-4.19%,30.84%,-4.19%,168.17%,67.24,1.80,47.52,-0.27%,139944,46.60
"CAN","Canaan Inc.","Technology","Computer Hardware",1885.87,172.58,,,,168.22,,,19.40%,21.62%,6.46%,36.40%,-0.70%,6.47%,62.12%,34.09%,25.59%,225.23%,80.44%,,10.28%,12.34%,31.48%,-8.02%,-6.25%,92.12%,-73.17%,240.58%,62.05,,10.49,-1.96%,3250363,
"CANE","Teucrium Sugar","Financial","Exchange Traded Fund",,,,,,,,,,,,,,0.10%,2.44%,1.15%,17.99%,46.95%,42.81%,,0.98%,3.62%,3.72%,15.99%,0.82%,7.31%,0.20%,57.03%,60.84,,9.83,1.97%,120727,
"CANF","Can-Fite BioPharma Ltd.","Healthcare","Biotechnology",22.61,,,,,17.19,1.07%,0.00%,12.40%,,1.91%,,,-10.54%,-15.16%,-29.68%,-37.68%,-26.54%,-26.12%,,5.58%,-10.76%,-16.37%,-34.89%,-28.26%,1.54%,-69.93%,1.54%,25.25,2.00,1.32,0.38%,223525,6.33
"CANG","Cango Inc.","Communication Services","Internet Content & Information",641.62,1.18,,,,144.83,0.53%,0.00%,32.80%,1.07%,1.89%,34.20%,14.00%,8.76%,-1.32%,15.21%,-19.89%,-22.07%,-29.09%,1.14,4.67%,0.62%,1.90%,-26.36%,-5.82%,16.45%,-75.24%,31.23%,51.19,3.00,4.37,-2.24%,201650,4.80
"CANO","Cano Health, Inc.","Healthcare","Medical Care Facilities",5190.00,,,,,167.13,2.20%,16.91%,97.30%,4.40%,14.16%,,,-11.21%,-0.81%,10.99%,-15.24%,-6.69%,-17.90%,,5.09%,-4.39%,-12.07%,-15.03%,-30.10%,5.12%,-37.52%,18.37%,42.75,2.00,10.89,-1.09%,1666877,18.14
"CAPE","Barclays ETN+ Shiller Capet ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,,0.00%,3.02%,4.43%,12.21%,30.88%,26.28%,,0.89%,0.43%,2.63%,8.34%,-0.80%,7.80%,-0.80%,32.56%,58.05,,22.39,-0.44%,39794,
"CAPL","CrossAmerica Partners LP","Energy","Oil & Gas Refining & Marketing",756.35,24.67,10.41%,52.70%,-2.80%,37.89,13.30%,1.11%,25.40%,-4.49%,0.09%,9.00%,1.10%,-4.00%,-5.12%,15.84%,6.32%,22.08%,17.53%,2.12,3.26%,-7.11%,-3.71%,1.53%,-14.93%,3.94%,-14.93%,22.17%,40.02,3.30,19.77,-2.03%,19055,18.00
"CAPR","Capricor Therapeutics, Inc.","Healthcare","Biotechnology",79.89,,,35.90%,-43.80%,22.86,2.24%,0.00%,10.40%,-31.94%,4.04%,,,-4.42%,-11.05%,-11.96%,-10.13%,-21.18%,0.87%,6.25,4.76%,-9.42%,-17.56%,-26.88%,-42.22%,1.20%,-59.76%,7.99%,31.61,2.00,3.38,-2.31%,125624,13.00
"CAR","Avis Budget Group, Inc.","Industrials","Rental & Leasing Services",16079.28,22.77,,-39.40%,-8.70%,63.70,1.60%,-5.01%,,-0.53%,24.39%,52.30%,16.00%,12.74%,77.80%,200.88%,242.58%,657.53%,654.69%,2.25,17.75%,18.52%,68.01%,179.83%,-49.57%,220.84%,-49.57%,698.90%,61.71,2.40,274.90,-2.34%,729479,159.29
"CARA","Cara Therapeutics, Inc.","Healthcare","Biotechnology",814.87,34.90,,16.80%,104.20%,50.12,2.80%,-3.98%,58.50%,-3.12%,6.70%,,16.90%,-15.55%,20.44%,17.22%,14.67%,-2.42%,1.26%,1.05,6.91%,-7.13%,-2.37%,-9.61%,-21.61%,18.86%,-49.94%,32.26%,42.65,1.90,14.84,-3.13%,721757,26.25
"CARE","Carter Bankshares, Inc.","Financial","Banks - Regional",417.97,,,-25.90%,-1.50%,26.39,1.20%,0.20%,37.30%,-1.06%,0.57%,,68.60%,-3.05%,5.98%,33.82%,8.11%,91.05%,45.43%,1.20,2.62%,-0.07%,4.91%,15.77%,-5.49%,17.65%,-5.49%,95.46%,52.47,2.00,15.50,-0.58%,76543,18.75
"CARG","CarGurus, Inc.","Communication Services","Internet Content & Information",4614.78,43.85,,43.50%,41.10%,117.41,2.80%,-44.90%,94.10%,0.70%,7.96%,80.90%,18.00%,8.17%,11.99%,41.81%,40.27%,76.44%,22.72%,1.80,4.26%,8.07%,14.16%,33.78%,-3.29%,32.68%,-3.29%,78.67%,66.93,2.10,38.45,-1.26%,567456,42.75
"CARR","Carrier Global Corporation","Industrials","Building Products & Equipment",47346.73,22.55,0.85%,,,867.60,0.07%,-24.49%,86.60%,-0.04%,0.91%,29.60%,17.10%,2.65%,4.22%,1.98%,29.51%,38.91%,49.15%,,2.21%,4.04%,4.68%,17.37%,-2.22%,12.40%,-4.70%,64.05%,62.22,2.10,56.12,-0.25%,2500785,59.35
"CARS","Cars.com Inc.","Consumer Cyclical","Auto & Truck Dealerships",910.70,43.22,,-49.70%,-1.70%,69.07,2.80%,-0.43%,93.40%,-4.02%,2.52%,69.80%,9.70%,-4.41%,6.38%,8.60%,-4.97%,39.89%,15.13%,2.22,3.76%,-3.39%,0.03%,-3.59%,-10.46%,8.14%,-18.78%,39.00%,43.42,2.10,12.76,-1.92%,457096,18.31
"CARV","Carver Bancorp, Inc.","Financial","Banks - Regional",48.58,,,-19.00%,-5.20%,3.38,1.30%,-14.89%,20.30%,7.36%,,,80.90%,-8.91%,-19.06%,-20.19%,70.37%,109.73%,112.63%,1.01,7.18%,-8.16%,-12.72%,6.41%,-34.62%,9.49%,-67.69%,122.53%,36.20,,13.73,-0.51%,78936,
"CARZ","First Trust NASDAQ Global Auto Index Fund","Financial","Exchange Traded Fund",,,0.71%,,,,,,,,,,,1.25%,6.21%,12.87%,18.87%,40.53%,27.20%,,1.44%,2.67%,8.10%,11.93%,-0.73%,18.76%,-0.73%,41.73%,64.46,,66.23,0.49%,10583,
"CAS","Cascade Acquisition Corp.","Financial","Shell Companies",286.64,,,-37.28%,,28.75,1.30%,0.00%,76.70%,0.69%,1.25%,,,0.10%,-0.10%,0.81%,0.20%,,-1.77%,,0.14%,0.07%,0.29%,0.01%,-0.20%,1.53%,-4.59%,2.57%,53.06,,9.97,0.00%,614,2.50
